Callsign, Origin, Destination,Day
ETH728,KEWR,EBBR,2020-12-01 
ABW193,RKSI,EDDP,2020-12-01 
CCA595,ZGSZ,LIMC,2020-12-01 
CCA575,ZGSZ,EGLL,2020-12-01 
ETH3706,VHHH,EBBR,2020-12-01 
CCA571,ZGSZ,LFPG,2020-12-01 
KLM844,RCTP,EHAM,2020-12-01 
MPH8372,FAOR,EHAM,2020-12-01 
BAW243,EGLL,MMMX,2020-12-01 
DLH498,EDDF,MMMX,2020-12-01 
KLM848,VHHH,EHAM,2020-12-01 
ABD797,EDDF,WSSS,2020-12-01 
KLM685,EHAM,MMMX,2020-12-01 
KLM832,RKSI,EHAM,2020-12-01 
BAW49,EGLL,KSEA,2020-12-01 
ETH3662,EBLG,RKSI,2020-12-01 
ACA855,EGLL,CYVR,2020-12-01 
AZA9411,LIRF,RJFF,2020-12-01 
SAS943,EKCH,KORD,2020-12-01 
AZG277,OMDW,LIMC,2020-12-01 
CAL061,RCTP,EDDF,2020-12-01 
IBE6317,LEMD,MROC,2020-12-01 
CMB138,EDFH,OMSJ,2020-12-01 
KLM856,RKSI,EHAM,2020-12-01 
DLH797,VHHH,EDDF,2020-12-01 
CGRJP,EGNX,CYHM,2020-12-01 
DLH1544,EDDF,MMMX,2020-12-01 
KLM166,EHAM,KATL,2020-12-01 
SIA324,WSSS,EHAM,2020-12-01 
BAW269,EGLL,KLAX,2020-12-01 
CAL073,RCTP,EHAM,2020-12-01 
SIA322,WSSS,EGLL,2020-12-01 
CSC3721,VIDP,UUEE,2020-12-01 
BAW297,EGLL,KORD,2020-12-01 
ANA203,RJTT,EDDF,2020-12-01 
IBE6117,LEMD,KMIA,2020-12-01 
BAW12,WSSS,EGLL,2020-12-01 
SIA336,WSSS,LFPG,2020-12-01 
BAW143,EGLL,VIDP,2020-12-01 
ETD957,FAOR,EHAM,2020-12-01 
IBE6253,LEMD,KJFK,2020-12-01 
AAR542,EDDF,RKSI,2020-12-01 
SIA352,WSSS,EKCH,2020-12-01 
CPA251,VHHH,EGLL,2020-12-01 
TAP9503,LPPT,SBGR,2020-12-01 
SBI8611,UUDD,UHBB,2020-12-01 
SDM4502,VHHH,UUEE,2020-12-01 
SBI3061,UUDD,UHBB,2020-12-01 
KLM836,WSSS,EHAM,2020-12-01 
CPA271,VHHH,EHAM,2020-12-01 
CPA289,VHHH,EDDF,2020-12-01 
BAW99,EGLL,CYYZ,2020-12-01 
KAL9906,EDDF,RKSI,2020-12-01 
GTI8013,EHAM,KORD,2020-12-01 
BAW28,VHHH,EGLL,2020-12-01 
AFL106,UUEE,KLAX,2020-12-01 
N513MA,LEMD,KOPF,2020-12-01 
BAW32,VHHH,EGLL,2020-12-01 
DLH573,FAOR,EDDF,2020-12-01 
