Callsign, Origin, Destination,Day
ISEAM,LIRF,LIRA,2020-05-01 
BCS104,EDDP,EGNX,2020-05-01 
NWS9048,EDDP,UUEE,2020-05-01 
BCS2214,EDDP,EGGW,2020-05-01 
FAH770P,EBBR,EGNX,2020-05-01 
ECC303,LIRF,LKPR,2020-05-01 
OSPREY1,LGSM,LGKO,2020-05-01 
BCS93C,EDDP,EGNX,2020-05-01 
FNG200,EFKU,EFHK,2020-05-01 
NPT011M,EGPH,EGSS,2020-05-01 
BCS120,EDDP,EBBR,2020-05-01 
ABR1551,EGNX,EDDP,2020-05-01 
DIHAG,EDSB,EDDP,2020-05-01 
BCS388,EDDK,EKCH,2020-05-01 
DOC82,EKCH,EKOD,2020-05-01 
BCS25C,EBBR,EDDP,2020-05-01 
AWC2C,EGSS,EGAA,2020-05-01 
SWT850,EDDK,EDDP,2020-05-01 
NPT10K,EGSS,EGPH,2020-05-01 
MNB224,EDDP,LFPG,2020-05-01 
N823AM,BIKF,EFHK,2020-05-01 
SWT116,LEMD,LEPA,2020-05-01 
BCS99F,EDDP,EGNX,2020-05-01 
BCS179,EKCH,EDDP,2020-05-01 
NPT04N,EGNX,EGPH,2020-05-01 
NPT01D,EGNX,EGAA,2020-05-01 
BCS326,EGNX,EDDP,2020-05-01 
NWS9333,EDDE,UUEE,2020-05-01 
BCS84J,EBBR,EGNX,2020-05-01 
DOC82,EKOD,EKBI,2020-05-01 
SRR6978,EDDK,EGNX,2020-05-01 
BCS336,EGNX,EKCH,2020-05-01 
BOX391,EGNX,EDDP,2020-05-01 
BCS364,EGNX,EBBR,2020-05-01 
FAH771P,EGNX,EBBR,2020-05-01 
BCS65U,EBBR,EKCH,2020-05-01 
NPT011M,EGSS,EGNX,2020-05-01 
BCS114,EDDP,EGNX,2020-05-01 
BCS8288,EBBR,LEMD,2020-05-01 
BCS2696,EBBR,EGGW,2020-05-01 
AWC2D,EGAA,EGSS,2020-05-01 
BCS2213,EGGW,EDDP,2020-05-01 
SRR6566,EDDK,EGNX,2020-05-01 
BCS55D,EDDP,EBBR,2020-05-01 
BCS8930,EGNX,LEMD,2020-05-01 
BCS90Y,EDDP,LFPG,2020-05-01 
BCS10T,EDDP,LEMD,2020-05-01 
BCS2216,EDDP,EGSS,2020-05-01 
BCS21G,EDDP,EHAM,2020-05-01 
BCS20A,EDDP,EKCH,2020-05-01 
ABR1537,EDDV,EGNX,2020-05-01 
BCS62B,EDDP,EGGW,2020-05-01 
NPT4632,EBLG,ESMS,2020-05-01 
SRR7802,EDDK,EGNX,2020-05-01 
SRR280,EDDP,EBBR,2020-05-01 
FRF401,EDFH,LIEE,2020-05-01 
TAY4029,EBLG,EIDW,2020-05-01 
SWT101,LEMD,LEPA,2020-05-01 
BCS29Q,EDDP,EDDF,2020-05-01 
BOX910,EDDP,EDDF,2020-05-01 
BCS47L,EDDP,LIME,2020-05-01 
TAY4012,EBLG,EGNX,2020-05-01 
BCS5706,EDDP,LROP,2020-05-01 
ENT53YX,EPPO,LRSB,2020-05-01 
BCS7836,EDDP,LGAV,2020-05-01 
BCS4982,EDDP,LSGG,2020-05-01 
BCS7930,EDDP,LIMC,2020-05-01 
TUP952,EDDP,UUEE,2020-05-01 
BCS7492,EDDP,LIPZ,2020-05-01 
BCS3844,EDDP,EKBI,2020-05-01 
BCS7078,EDDP,LIRA,2020-05-01 
AFL1173,URWA,UUEE,2020-05-01 
BCS916,EDDP,UKBB,2020-05-01 
ABR1480,EDDK,EGNX,2020-05-01 
BCS2130,EGGW,EGNX,2020-05-01 
CWY02E,EGAA,EGSS,2020-05-01 
FRF100,EPWA,EDFH,2020-05-01 
ICE783,EBLG,BIKF,2020-05-01 
BCS2882,EGNX,EIDW,2020-05-01 
CIG1801,UUWW,LSZB,2020-05-01 
BCS715P,EKCH,EGNX,2020-05-01 
SRR6978,EGNX,EGAA,2020-05-01 
AFL1356,UUEE,UWSS,2020-05-01 
BCS27L,EGNX,EGPH,2020-05-01 
SWT117P,LEPA,LEMD,2020-05-01 
ABR1552,EDDP,LIMC,2020-05-01 
NPT4632,ESMS,EKBI,2020-05-01 
SRR7803,EGNX,EDDK,2020-05-01 
THY6387,UKBB,LHBP,2020-05-01 
BCS2406,EGNX,EGAA,2020-05-01 
BCS714,EKCH,EDDP,2020-05-01 
WZZ576,LHBP,EDDB,2020-05-01 
WZZ1DE,LHBP,LEBL,2020-05-01 
BCS7922,EDDP,LMML,2020-05-01 
SDR852F,EDDH,LROP,2020-05-01 
ABW435,EHAM,UWKD,2020-05-01 
WZZ14,LHBP,EDLW,2020-05-01 
AZA1590,LIEE,LIRF,2020-05-01 
WZZ98,LHBP,EHEH,2020-05-01 
FIN59U,EFHK,LFPG,2020-05-01 
FIN1NX,EFHK,ESSA,2020-05-01 
EWG7ZM,EDDH,LEPA,2020-05-01 
PYN04,EGSS,EGAA,2020-05-01 
TAY4012,EGNX,EGAA,2020-05-01 
SRR6566,EGNX,EGPH,2020-05-01 
AZV9923,EDDF,UUWW,2020-05-01 
NAX740,ENGM,ENVA,2020-05-01 
SAS49E,ENGM,ENZV,2020-05-01 
DLH7CH,EDDH,EDDF,2020-05-01 
ABW581,UUEE,EDDF,2020-05-01 
DLH9KF,EDDM,EDDF,2020-05-01 
FIN47U,EFHK,EHAM,2020-05-01 
T7GEM,UKLU,UKKK,2020-05-01 
FIN3ML,EFHK,EGLL,2020-05-01 
SWT101,LEPA,LEIB,2020-05-01 
SDM6589,ULLI,UUYY,2020-05-01 
BCS756P,LIME,EDDP,2020-05-01 
RYR9EH,EGSS,EDDB,2020-05-01 
DLH3LA,EDDF,ESSA,2020-05-01 
BCS716,LIPZ,EDDP,2020-05-01 
