Callsign, Origin, Destination
AFR183N,LIMC,LFPG
RYR2TM,EDDB,EGSS
EWG6GC,EDDL,EGLL
GAC824N,EDDV,EDDM
MLT346T,EGHH,EGFF
DAL3343,EDDF,KORD
WZZ808,LHBP,LYBE
NOS1046,LIMC,LIRF
BYS369,UUEE,EVRA
HBVRW,ESSB,ESSV
BRU861,UMMS,LKPR
AUL532,UWWW,ULLI
T7KSN,UUEE,ULLI
CTN4AS,EHAM,LDZA
BRU891,UMMS,EDDB
SPWBW,EFHK,EFKU
PBD203,UUWW,ULLI
LGL5781,ELLX,ESSA
SBI1010,ULLI,UUDD
BTI34H,EVRA,EYVI
AFL111,ULLI,UUEE
DCJBH,EDXW,EDFM
AFR4141,DAAG,LFPG
MEECNBZ,LEMH,LEPA
ISR276,EDDB,EDDF
BRU866,LFPG,UMMS
IBS3914,LEMD,LEPA
AZA1027,LIMC,LIRF
RYR1LH,EDDB,EIDW
WZZ1491,LROP,ESMS
N188B,EGAA,EGSS
DLH8LA,EDDM,LSZH
BTI24E,EVRA,EDDH
SAS531,ESSA,EGLL
SHT6L,EGLL,EGPF
IBE11VC,LEMD,LEBL
CSA2DZ,LKPR,LFPG
SIA345,LSZH,WSSS
AZA403,EDDF,LIRF
AFR76MD,LFBD,LFPG
UGC113A,LEMG,GEML
SUS9193,EGGW,EKBI
BAW431,EHAM,EGLL
BOX913,EDDF,EDDP
NJE937A,EDDK,EDJA
ABW723,UUEE,EHAM
EVA088,LFPG,RCTP
BAW58L,FACT,EGLL
AZA575,LSGG,LIRF
N112QS,EBBR,KIAD
GES401V,LEZL,LEBL
AZU8751,LPPT,SBKP
HBJSK,EDJA,LSZH
IBS9700,LEMD,EIDW
HUMMEL6,EDDL,EDLW
SVF635,EGVN,ESSA
LTC401,LHBP,UUWW
THY6111,UKBB,LKPR
GMA554,EGJJ,EGCN
AWU601F,EDXW,EDDH
CTN481,EKCH,LDZA
BOX519,VHHH,EDDP
AFL015,ULLI,UUEE
RYR6KX,EGSS,LPPT
TIE324P,LKPR,LSGG
MLT346T,EGFF,EGHH
MLWSG,EDDB,EGSS
OHDAM,EFTU,EFPO
FPO926,DAAG,LFLL
AZG9974,KORD,EDFH
RYR3AW,EGSS,LHBP
LOT3835,EPWA,EPGD
VJT884,UUWW,KMIA
FLJ611,LEPA,LSGG
UTA370,ULLP,UUWW
AFR64VW,LSGG,LFPG
PEG55,EGBB,LEBL
BAW479,LEBL,EGLL
EWG2T,EDDH,LSZH
ROT7291,LROP,EGLL
ABR1554,LEMD,EGNX
SQP799,UKBB,LEBL
CKS243,EDDP,KCVG
EXS051,EGCC,EGPH
RLU104,UUBI,ULLI
CTN413,EDDF,LDZA
EVA066,LOWW,RCTP
BRU868,EHAM,UMMS
ELY382,LIMC,EBLG
CPA068,EDDF,LIMC
WZZ2403,ESKN,LYBE
N141QS,LGAV,KIAD
AMC4328,LMML,EDDF
AFL1287,UWLL,UUEE
TIE322S,LKPR,EPWA
BAW309,LFPG,EGLL
VTTRI,EVRA,VIDP
VKA121,ENZV,EGPK
BAW501,LPPT,EGLL
BRU851,UMMS,EGKK
VLG39DL,LEBL,LEPA
CSA2DA,LKPR,LROP
SPMXI,EPGD,EPSC
AAB726,EGPE,EGNT
MLT346T,EGHH,EGFF
CTM1311,LFBE,LFBD
SVR059,UUDD,ULLI
BAW281,EGLL,KLAX
BAW54,FAGM,EGLL
IGA617,LEZG,EPWA
IAM9003,LIRA,LIPZ
MEECNBZ,LEPA,LEMH
GMA578,EGPH,EGPF
NAX8458,ENGM,ENZV
CNV6117,LEPA,LPPT
NJE310T,EDDK,EDDB
HBVLX,EGHQ,EGJB
FIH60,EFKU,EFVR
DLH04U,LOWW,EDDM
SIA317,EGLL,WSAP
OEFPM,LDSB,LOWW
EWG52P,EGCC,EDDL
2RBTS,EGJJ,EGHH
AFL020,UUEE,ULLI
VLG17K,LEBL,LEMG
AZA1630,LIBD,LIMC
WZZ8875,EDJA,LYBE
AFR76BZ,LFPG,LFML
WZZ1SU,LYBE,EHEH
ATL4U,EDXW,EDDW
UTA596,UUYS,UUWW
DFL02,ESGG,ESSL
NJE920R,EDDS,EDDB
EWG9CF,LOWS,EDDL
CNV6218,LEPA,LPPT
MMAVP,UUWW,ULLI
SHT9B,EGPH,EGLL
SPHTN,EPKT,EPKK
AFR17TP,LFPG,EHAM
BOX591,VHHH,EDDP
GES381L,LEMD,LSGG
VLG35LG,LEBL,LEIB
MLT346T,EGFF,EGHH
BTI34G,EYVI,EVRA
DICBA,EDXW,EDDG
MMM9601,UUWW,USSS
BAW173,EGLL,KJFK
WZZ3066,LOWW,EDDW
BAW45EM,LEMD,EGLL
DEKAT,EDXW,EDVE
DIZST,LPCS,ELLX
TYW758,LEBL,EDDL
CPA014,LIMC,VABB
AFL1388,UUEE,UWLL
AZA51G,LFPG,LIRF
JDI70G,EPWA,EPKK
ACA871,LFPG,CYUL
DLH8YC,LSZH,EDDM
ABX973,KCVG,EGNX
LXJ93,LSGG,KHPN
UGC113B,GEML,LEMG
EWG6999,EGSH,EDDL
VJT645,EINN,LPFR
HUMMEL3,EDLW,EDDL
HBFWC,LSGG,LIPZ
GMA554,EGCN,EGJJ
DICAO,EKEB,EDHK
CSN303,EHAM,EGLL
DLH402,EDDF,KEWR
AZA1395,LIRF,LIMJ
EWG5JE,EGLL,EDDH
AFR16CC,LFPG,LPPT
NJE550Y,LIML,LIEO
VJT981,KFLL,EGGW
N150QS,KMIA,EIDW
WZZ55,LHBP,LGAV
LID523,LIPE,LIPR
AWU601F,EDDH,EDXW
DLH862,EDDF,ENGM
CPA252,EGLL,VHHH
STK4K,EIDW,EIKY
RZO029F,LPPT,LPPD
IBS3919,LEPA,LEMD
ACA857,EGLL,CYYZ
TIE324P,LSGG,LKPR
BAW117,EGLL,KJFK
HBVLX,EGJB,EHRD
AZA2TS,LIRF,LIPZ
EWG3JP,EDDK,LOWW
CHH7984,LEMD,ZGSZ
AXE8610,LZIB,UAAA
JAR24,ELLX,LJLJ
BAW492U,EGLL,LXGB
GNJ57,EDDE,LGAV
WUK2815,LYBE,EGGW
SBI1053,UUDD,UWKD
WUK1035,LBBG,EGGW
JFA41D,ELLX,EDXW
EWG9P,EGLL,EDDL
PNC9CJ,LYBE,LIRA
AZA1026,LIRF,LIMC
DLH17K,EDDF,LPPT
HBSHB,LSZA,LSZH
DLH1AJ,EDDF,ESSA
BRU857,UMMS,EFHK
MUSIK,EBBR,EDDF
VLG19LR,LEPA,LEBL
NAX8459,ENZV,ENGM
SPMXI,EPSC,EPWA
DLH83C,EDDF,LOWW
YRTRK,LKPR,LRBS
MLT36T,EGHH,EGFF
AZA1319,LIRF,LIPE
RYR816,EIDW,EGPH
DRU529,UNNT,UUDD
ACA873,EDDF,CYYZ
DHRTE,EDNY,EDSB
ACA875,EDDF,CYUL
SHT7Z,EGPF,EGLL
TVS4326,EKKA,ENGM
BTI31C,EVRA,EETN
AFR4146,DAAG,LFPG
VOR05,EDLW,EPPO
DLH55A,EDDF,LEMD
RYR4JA,LPPR,EGSS
SERMT,ESSL,ESSP
MPH8372,FAOR,EHAM
WZZ9AL,LHBP,EBBR
DIEMO,EDLV,EDDH
BRU892,EDDB,UMMS
AFR10TL,LPPT,LFPG
EWG6NL,LSZH,EDDH
AZA203,EGLL,LIRF
DLH53V,EDDF,LPPR
AFL1174,UUEE,URWA
BYS369,EVRA,UUEE
EXS053B,EGPH,EGCC
ADB503F,EDDP,UAAA
RYR2MM,EIDW,EDDK
VLJ27AP,LEMD,LJLJ
AFR688,LFPG,KATL
DISRM,EDDS,EDDL
STK42D,EIDW,EIDL
HHN169,EDDL,BIRK
JAR31,ESGG,LSZH
CSN465,EGSS,EDDF
BRU862,LKPR,UMMS
GAC380D,EDDL,EGSS
DLH6YU,EDDF,LGAV
LAV5564,LIRF,LIMC
DLH980,EDDF,EIDW
IRVRP,LIPE,LIML
SBI1175,UUDD,USSS
DLH8HR,EDDF,EGLL
NJE102F,LPCS,LPFR
AFR376V,LFPG,DAAG
BTI6XH,EETN,EKCH
MLT346T,EGFF,EGHH
DLH4LA,EDDF,EFHK
AFL1214,UUEE,UWWW
DLH1PT,EDDF,EGCC
DEJFC,EDDC,EDVK
SAS4163,ENVA,ENZV
AUR56H,EGJB,EGHI
ACA855,EGLL,CYVR
ICF601,EGSS,UKBB
