Callsign, Origin, Destination,Day
CCA849,WSSS,EGLL,2020-10-01 
ABW162,RKSI,UUDD,2020-10-01 
MPH8322,FAOR,EHAM,2020-10-01 
KLM876,RPLL,EHAM,2020-10-01 
DLH518,EDDF,MROC,2020-10-01 
DLH716,EDDF,RJTT,2020-10-01 
KLM685,EHAM,MMMX,2020-10-01 
CCA965,ZGSZ,EDDF,2020-10-01 
ETH728,FAOR,EBBR,2020-10-01 
KLM888,VHHH,EHAM,2020-10-01 
ETH706,OMDB,EDDF,2020-10-01 
IBE6317,LEMD,MROC,2020-10-01 
BAW16,WSSS,EGLL,2020-10-01 
AFR257,WSSS,LFPG,2020-10-01 
BAW243,EGLL,MMMX,2020-10-01 
KLM166,EHAM,KATL,2020-10-01 
CAL061,RCTP,EDDF,2020-10-01 
KLM858,RKSI,EHAM,2020-10-01 
CAL073,RCTP,EHAM,2020-10-01 
ANA203,RJTT,EDDF,2020-10-01 
LOT45,EPWA,CYYZ,2020-10-01 
EVA087,RCTP,LFPG,2020-10-01 
BAW269,EGLL,KLAX,2020-10-01 
KLM856,RKSI,EHAM,2020-10-01 
BAW32,VHHH,EGLL,2020-10-01 
SIA322,WSSS,EGLL,2020-10-01 
EVA065,RCTP,LOWW,2020-10-01 
KLM836,WSSS,EHAM,2020-10-01 
EVA077,RCTP,EHAM,2020-10-01 
LOT26,EPWA,KJFK,2020-10-01 
BAW297,EGLL,KORD,2020-10-01 
ETH3557,LEZG,KMIA,2020-10-01 
SIA324,WSSS,EHAM,2020-10-01 
KAL924,UUEE,RKSI,2020-10-01 
GVIOF,WSSS,EGGD,2020-10-01 
BOX492,EDDF,MMMX,2020-10-01 
AAR542,EDDF,RKSI,2020-10-01 
AFL7212,UUEE,VHHH,2020-10-01 
BAW99,EGLL,CYYZ,2020-10-01 
BAW293,EGLL,KIAD,2020-10-01 
CPA251,VHHH,EGLL,2020-10-01 
FBU718,LFPO,CYVR,2020-10-01 
TAP213A,LPPR,KEWR,2020-10-01 
AFR995,FAOR,LFPG,2020-10-01 
JAL46,LFPG,RJTT,2020-10-01 
KAL9906,EDDF,RKSI,2020-10-01 
BOX392,EDDP,KCVG,2020-10-01 
AFR5396,LFPG,KORD,2020-10-01 
SBI3061,UUDD,UHBB,2020-10-01 
BAW31,EGLL,VHHH,2020-10-01 
ANA212,EGLL,RJTK,2020-10-01 
ICE631,BIKF,KBOS,2020-10-01 
TAP9503,LPPR,SBGR,2020-10-01 
T7SKA,LSZH,OMDW,2020-10-01 
ABW392,RKSI,UUEE,2020-10-01 
