Callsign, Origin, Destination
BAW226,KATL,EGLL
SBI3062,UHBB,UUDD
AIC1975,VIDP,UKBB
BCS397,KCVG,EDDP
BAW192,KDFW,EGLL
GTI8010,KORD,EHAM
KAL9575,VIDP,LOWW
BAW3C,KIAD,EGLL
BAW286,KSFO,EGLL
IBE6586,SKBO,LEMD
EVA069,RCTP,EGLL
LOT1004,KORD,EPWA
AFL1307,UNNT,UUEE
MTINK,UUEE,KMIA
AUI2810,UAAA,UKBB
BAW24R,KORD,EGLL
DLH1316,EDDF,DAAG
GTI8033,EDFH,KNGU
BOX592,EDDP,VIDP
TUP9653,UUWW,UNCC
TAM8070,SBGR,EDDF
SIA326,WSSS,EDDF
SOO098,EDDP,VHHH
BAW98,CYYZ,EGLL
AFR6739,KORD,LFPG
ABW139,UUEE,RKSI
BOX518,EDDP,OBBI
ABD4426,VHHH,LHBP
SVR272,USSK,UUDD
MPH6912,KMIA,EHAM
ETH3724,VHHH,EBLG
PLM483,SLVR,LEMD
FRH531,EBLG,KJFK
SBI2508,UNNT,UUDD
AHO824E,EHAM,OMSJ
BOX530,EDDP,WSSS
AFL7213,VHHH,UUEE
ETH500,VABB,EIDW
BOX580,EDDP,RKSI
ETH500,EIDW,KIAD
OEITH,EDDM,UUWE
SVR3988,LIMC,USSS
LOT1072,VIDP,EPWA
QAJ4475,EDDF,FACT
MPH6122,KMIA,EHAM
FPO951F,LFPG,DAAG
DHK922,EBBR,KTMB
CPA2037,OMDW,EHAM
AFR366V,LFPG,DAAG
SAY9785,EDFH,UNNT
BOX531,VOBL,EDDP
ABW238,VHHH,UUDD
ABW107,OMDB,EHAM
CSN8196,EDDF,ZUCK
AUL237,UUDD,UNNT
BOX593,VIDP,EDDP
RLU347,ULLI,UUBC
SUM9643,UUBW,OMAA
BAW56,FAOR,EGLL
DAH1206,DAAG,LFPG
AME3120,LEZG,KDOV
SMF421,LIPE,UAAA
DLH772,EDDF,VTBD
BOX486,EDDF,KSEA
DRU529,UNNT,UUDD
AAR587,KJFK,EBBR
CKS329,KCVG,EBBR
CMB163,KDOV,EBOS
SIA305,EGLL,WSSS
ABW929,UUEE,ZGSZ
SBI5005,UNNT,ULLI
SIA7362,OMSJ,EHAM
AAR796D,EDDF,RKSI
GJT781,EYVI,UNNT
AHO7881,LSZH,KBOS
AFR365V,LFPG,DAAG
KZN9403,UUWW,UNNT
ALK1505,WSSS,EDDF
AFR456,LFPG,SBGR
N379AA,EINN,KMCF
SBI2505,UUDD,UNNT
GJT777,EYVI,UNNT
AFR066,LFPG,KLAX
DLH1317,DAAG,EDDF
CAL074,EHAM,RCTP
DAL3341,EDDF,KORD
GFA7002,EGLL,OBBI
SIA323,EHAM,WSSS
BOX513,OMDB,EDDP
N308CM,EINN,KMCF
CAL062,EDDF,RCTP
DAL3343,EDDF,KORD
SBI2510,UNNT,UUDD
AIC123,VIDP,LIRF
BAW139,EGLL,VABB
BCS975,KCVG,EBBR
FPO952,DAAG,LFPG
SAZ61,LSZH,OMRK
DAL15,EDDF,KATL
AXY0408,OERK,EHAM
AFR4141,DAAG,LFPG
BOX519,VHHH,EDDP
CSN8095,RCTP,LFPG
LXJ91,EDLP,KBKL
TAP9561,LPPT,SBGR
AZG9971,EDFH,KORD
SBI5004,ULLI,UNCC
DLH452,EDDM,KLAX
SIA317,EGLL,WSSS
LAV952P,LIMC,GMMN
TAP9560,SBGR,LPPT
CSN348,LFPG,ZGGG
AFR226,LFPG,VIDP
SBI2507,UUDD,UNNT
ACA7231,LEMD,CYUL
KAL542,ENGM,RKSI
BAW281,EGLL,KLAX
MSBUR,UHBB,UUWW
AJT979,KCVG,EGNX
N927JA,KIAD,LSZH
SIA351,EKCH,WSSS
TUP8382,UNNT,UUWW
SOO097,KLAX,EDDP
ABW129,UUEE,ZGSZ
MPH8322,FAOR,EHAM
ACA871,LFPG,CYUL
BAW295,EGLL,KORD
ACA857,EGLL,CYYZ
BOX393,KCVG,EDDP
DAH1207,LFPG,DAAG
AFR376V,LFPG,DAAG
BAW173,EGLL,KJFK
QFA10,EGLL,YPPH
ACA873,EDDF,CYYZ
BAW117,EGLL,KJFK
DLH470,EDDF,CYYZ
AFR4146,DAAG,LFPG
ABD393P,EGCN,VHHH
ACA875,EDDF,CYUL
OAE547,KNGU,EINN
DAL17,EGLL,KDTW
ATG2252,EDDF,VHHH
AUL238,UNNT,UUDD
ACA855,EGLL,CYVR
NOS260,LIRF,RPLL
AFR688,LFPG,KATL
DHK971,KJFK,EGNX
OAE601,LRBS,KIAD
N150QS,EIDW,KIAD
LOT1026,EPWA,KJFK
DLH716,EDDF,RJTT
AFL1404,UUEE,USSS
DLH510,EDDF,SAEZ
AFR006,LFPG,KJFK
ICV5733,LIMC,RJAA
KZN9404,UNNT,UUWW
BCS396,EDDP,KCVG
DAL73,EHAM,KATL
BAW209,EGLL,KMIA
TEU15,UUEE,USSK
BAW287,EGLL,KSFO
BCS938,LFPG,GMMN
NWS305,UUEE,UNNT
AIC1198,EIDW,VIDP
CSN8192,EHAM,ZUCK
AVA151,LIRF,SKMA
OEIHW,OMSJ,LGAV
RCH260,EGPK,KBNA
VJT968,UUEE,KFLL
SBI2514,UNNT,UUDD
EAF9104,UAAA,LBWN
DAL135,EHAM,KDTW
SBI5006,ULLI,UNNT
CSN8198,EGLL,ZUCK
AFR342,LFPG,CYUL
AZV9951,UUWW,SBGR
SBI2509,UUDD,UNCC
AHO824E,OMSJ,LGAV
JAL48,EFHK,RJTT
BAW193,EGLL,KDFW
AFR4148,DAAG,LFPG
BCS932,LEZL,GMTT
AFR257,WSAC,LFPG
SZN4003,GOBD,LFPG
MLM007,UAAA,EGGW
LOT1045,EPWA,CYYZ
BAW33K,EGLL,KJFK
AFR185,VHHH,LFPG
BAW32,VHHH,EGLL
BAW227,EGLL,KATL
SIA322,WSSS,EGLL
EVA065,RCTP,LOWW
BAW12,WSAC,EGLL
ABX973,KCVG,EGNX
EVA087,RCTP,LFPG
AEA826,LIME,RPLL
CAL061,RCTP,EDDF
CPA2038,EHAM,VHHH
BAW28,VHHH,EGLL
CSDLN,LPPR,KIAD
CPA251,VHHH,EGLL
SIA324,WSSS,EHAM
BCS933,GMTT,LEZL
CPA261,VHHH,LFPG
KAL924,UUEE,RKSI
BAW50G,EGLL,KBOS
BAW99,EGLL,CYYZ
