Callsign, Origin, Destination,Day
CSN461,KLAX,EDDF,2020-03-01 
ETH728,GOBD,EBBR,2020-03-01 
N940ZZ,BIRK,KBCT,2020-03-01 
DAL1802,LFPG,KATL,2020-03-01 
QFA9,YPPH,EGLL,2020-03-01 
MAU14,FARA,LFPG,2020-03-01 
IBE6171,LEMD,KLAX,2020-03-01 
QFA10,EGLL,YPPH,2020-03-01 
DLH518,EDDF,MROC,2020-03-01 
DLH542,EDDF,SKMA,2020-03-01 
ETH726,FACT,LIMC,2020-03-01 
AZG6564,OMDW,EDFH,2020-03-01 
AFR430,LFPG,MROC,2020-03-01 
BAW281,EGLL,KLAX,2020-03-01 
ETH552,OMDB,EIDW,2020-03-01 
BAW279,EGLL,KSJC,2020-03-01 
NAX7UA,LFPG,KLAX,2020-03-01 
BAW44N,EGLL,KSAN,2020-03-01 
N312ZW,LFBD,VHHH,2020-03-01 
KLM867,EHAM,RJBB,2020-03-01 
AVA019,LEBL,SKBO,2020-03-01 
AVA011,LEMD,SKMA,2020-03-01 
NOS830,LIMC,MDLR,2020-03-01 
AZA758,LIRF,RKSI,2020-03-01 
NRS7506,SAEZ,EGKK,2020-03-01 
AEA193,LEMD,SKMA,2020-03-01 
DAL119,LFPG,KLAX,2020-03-01 
AEA097,LEMD,KMIA,2020-03-01 
DLH714,EDDM,RJTT,2020-03-01 
CFG704,EDDF,MDMA,2020-03-01 
DAL85,LFPG,KATL,2020-03-01 
FIN141,EFHK,VTBS,2020-03-01 
BAW16,WSSS,EGLL,2020-03-01 
BAW9CG,EGLL,KPHX,2020-03-01 
AFR166,LFPG,VTBS,2020-03-01 
DLH2C,EDDM,KORD,2020-03-01 
AFR272,LFPG,RJTT,2020-03-01 
DLH718,EDDM,RKSI,2020-03-01 
AFR257,WSSS,LFPG,2020-03-01 
SDM6276,VTBS,UUEE,2020-03-01 
BAW12,WSSS,EGLL,2020-03-01 
LOT33,LHBP,KJFK,2020-03-01 
JAL12,EFHK,KDFW,2020-03-01 
