Callsign,Origin,Destination,Day
,LSGG,LEBL,2019-03-21 
,ESSA,ESNZ,2019-03-05 
,LIMC,LIML,2019-03-05 
,UUDD,UKKK,2019-03-19 
,EDDM,LMML,2019-03-13 
,EGCC,EGGP,2019-03-05 
,LEPA,LEBL,2019-03-11 
,LBSF,LGAV,2019-03-17 
,LEBL,UUEE,2019-03-22 
,ESSL,EHAM,2019-03-02 
,LEXJ,LEMD,2019-03-18 
,UUEE,UUWW,2019-03-20 
,EPGD,EPWA,2019-03-21 
,LEMD,LEBB,2019-03-23 
,UUWW,UUEE,2019-03-13 
,LSGG,LFLS,2019-03-30 
,UUEE,LFMN,2019-03-10 
,LERS,LEDA,2019-03-27 
,LPPR,EIDW,2019-03-14 
,ENGM,ENML,2019-03-17 
,UWKS,UUWW,2019-03-11 
,EFHK,EPKK,2019-03-23 
,ESSA,EKCH,2019-03-27 
,ESNU,ESSA,2019-03-17 
,LIBD,LIBR,2019-03-02 
,EDDS,EDDL,2019-03-23 
,EINN,LGSR,2019-03-27 
,LIMC,LIML,2019-03-31 
,EGPD,EHAM,2019-03-08 
,EKOD,EFOU,2019-03-30 
,LEBL,LEAS,2019-03-23 
,LPPT,EPKK,2019-03-10 
,EINN,LFBD,2019-03-09 
,LIRF,LICJ,2019-03-17 
,EBBR,LEMG,2019-03-05 
,LFBD,LFMN,2019-03-05 
,ENGM,ENHD,2019-03-29 
,EHEH,EPWR,2019-03-12 
,EDDM,ENGM,2019-03-20 
,LIBD,LIRF,2019-03-10 
,LSZB,LFLP,2019-03-31 
,LFPO,LIRN,2019-03-11 
,ENGM,ENZV,2019-03-28 
,LOWS,EDDM,2019-03-09 
,GEML,LEMG,2019-03-07 
,LEBL,UKBB,2019-03-21 
,ENBR,ENGM,2019-03-03 
,LPMA,LPPR,2019-03-30 
,EDDB,LIRN,2019-03-06 
,EKYT,EKCH,2019-03-23 
,LIMC,EPKK,2019-03-25 
,LICA,LIML,2019-03-24 
,UWUU,UUWW,2019-03-11 
,LEPA,LIRA,2019-03-09 
,UUDD,EDDF,2019-03-01 
,ULLI,UUDD,2019-03-19 
,LFOB,LHDC,2019-03-11 
,UKBB,EDDP,2019-03-12 
,LIPE,EHEH,2019-03-17 
,EHEH,EDNY,2019-03-24 
,LGAV,LIRF,2019-03-26 
,UUEE,UMMS,2019-03-02 
,LBSF,EGGD,2019-03-15 
,LROP,LICJ,2019-03-15 
,LIRF,LICJ,2019-03-18 
,EPSY,EPLL,2019-03-21 
,LFBZ,LFPO,2019-03-18 
,GCXO,LEMD,2019-03-31 
,ENBR,EHAM,2019-03-18 
,LFMN,LFLL,2019-03-17 
,UUOO,UUEE,2019-03-23 
,EYKA,LIRN,2019-03-26 
,ESGJ,EFHK,2019-03-20 
,BIKF,UKKK,2019-03-21 
,ESPA,ESSP,2019-03-29 
,EIDW,EICM,2019-03-19 
,LFML,LFBD,2019-03-19 
,UKHH,LKPR,2019-03-29 
,EETN,EFHK,2019-03-30 
,LIRJ,LIRP,2019-03-15 
,EHAM,LPFR,2019-03-08 
,LIPE,LICC,2019-03-12 
,LFPG,UKBB,2019-03-07 
,LIBD,LIRP,2019-03-21 
,EGSS,BIKF,2019-03-12 
,UMMS,ULLI,2019-03-03 
,LIRP,LIBD,2019-03-18 
,LEBL,LEMD,2019-03-14 
,ESSA,ESSB,2019-03-25 
,LIRN,LIME,2019-03-13 
,EDDN,LSZA,2019-03-27 
,EGGW,EVRA,2019-03-29 
,EDDL,LTBU,2019-03-16 
,LSZH,LYBE,2019-03-08 
,LICC,LIMF,2019-03-05 
,EDDM,LEVC,2019-03-08 
,ULMM,UUEE,2019-03-01 
,UMMS,EGKK,2019-03-02 
,ENBR,ENGM,2019-03-17 
,LIPX,LICC,2019-03-07 
,ENGM,ENZV,2019-03-14 
,EHAM,EKYT,2019-03-24 
,EETN,ESSA,2019-03-29 
,UKBB,EPWA,2019-03-19 
,LFLL,EDDM,2019-03-07 
,UUEE,UWWW,2019-03-01 
,EHRD,EHAM,2019-03-27 
,ESSB,ESSV,2019-03-16 
,EDDC,EDDM,2019-03-16 
,EGJJ,EGTE,2019-03-23 
,LIRP,LICJ,2019-03-13 
,LIMF,LIRA,2019-03-30 
,LBSF,EDDB,2019-03-15 
,EGGW,LZKZ,2019-03-24 
,EFKU,EFOU,2019-03-29 
,ESGG,ENGM,2019-03-31 
,LBSF,LEMD,2019-03-25 
,LRTR,LEMD,2019-03-15 
,EPGD,EGSS,2019-03-31 
,LEBL,EGKK,2019-03-18 
,LIMC,LIPR,2019-03-27 
,LGSA,LIME,2019-03-20 
,LMML,EGGP,2019-03-12 
,LEZL,LIME,2019-03-14 
,UUEE,UUWW,2019-03-01 
,UKBB,EYVI,2019-03-11 
,LHBP,LMML,2019-03-07 
,GCRR,EGSS,2019-03-09 
,EKBI,ENGM,2019-03-22 
,LSGG,LEMG,2019-03-16 
,EDDW,EDDF,2019-03-24 
,EDDM,EGLL,2019-03-03 
,EFOU,EFHK,2019-03-19 
,EIDW,EGGW,2019-03-10 
,UMMS,UKBB,2019-03-24 
,UUDD,UUEE,2019-03-01 
,LEPA,EDDL,2019-03-08 
,LEBL,LEGR,2019-03-26 
,ENGM,ENZV,2019-03-17 
,EKBI,EGLL,2019-03-24 
,LICJ,EDDK,2019-03-15 
,EDDH,LEMG,2019-03-14 
,LEBB,LPPT,2019-03-27 
,UKBB,EPKK,2019-03-01 
,ENGM,EDDF,2019-03-25 
,EDDF,LIPE,2019-03-08 
,LFLL,LFRS,2019-03-28 
,ENGM,EDDH,2019-03-11 
,EBBR,EBAW,2019-03-26 
,GCXO,EIDW,2019-03-04 
,LEMG,EKCH,2019-03-07 
,EGGD,EYKA,2019-03-24 
,ENVA,ENGM,2019-03-18 
,ENGM,ENVA,2019-03-25 
,LFPO,LFLW,2019-03-16 
,EBCI,LICJ,2019-03-27 
,ENGM,LEAL,2019-03-15 
,EDDB,LIME,2019-03-28 
,EKCH,EKRN,2019-03-14 
,LOWW,LKPR,2019-03-15 
,ESKN,ESSB,2019-03-14 
,LFKJ,LFKB,2019-03-28 
,LOWW,EPWA,2019-03-27 
,EKCH,ENBR,2019-03-06 
,EGGP,EPWA,2019-03-04 
,ESNO,ESSA,2019-03-24 
,EGGW,EHAM,2019-03-30 
,UUEE,URKA,2019-03-11 
,LEPA,EKCH,2019-03-20 
,ENVA,ENGM,2019-03-22 
,LFRB,LFPO,2019-03-18 
,LFBT,LFPO,2019-03-17 
,EBBR,LYBE,2019-03-19 
,EDDF,LFPG,2019-03-14 
,ESSA,ESSB,2019-03-28 
,ENGM,ENBO,2019-03-31 
,LRTR,EDDF,2019-03-06 
,ENZV,ENGM,2019-03-29 
,ENBR,ENGM,2019-03-15 
,EGGW,LBBG,2019-03-24 
,ENGM,ENZV,2019-03-10 
,EBCI,LEBL,2019-03-16 
,EDDM,EDDF,2019-03-04 
,EGAA,EGAC,2019-03-28 
,EDFH,EINN,2019-03-27 
,LEMG,UKKK,2019-03-19 
,EDDH,EKCH,2019-03-22 
,ESSB,ESSA,2019-03-28 
,EDDM,EDDK,2019-03-29 
,LFMN,LFKJ,2019-03-27 
,ESSA,LEPA,2019-03-02 
,ENGM,EKCH,2019-03-27 
,ENVA,ENZV,2019-03-09 
,EDLP,EGPK,2019-03-28 
,LEBL,GCFV,2019-03-27 
,LEMG,LTBU,2019-03-14 
,EHAM,EIDW,2019-03-14 
,LEMD,LEBB,2019-03-23 
,LEBB,LEBL,2019-03-18 
,LFBL,EGNX,2019-03-16 
,ULLI,UUDD,2019-03-08 
,LSZH,UUWW,2019-03-26 
,UUEE,UWWW,2019-03-02 
,UMMS,UKKK,2019-03-22 
,LFPO,LFLL,2019-03-17 
,EDDP,UKBB,2019-03-24 
,UUDD,ULLI,2019-03-06 
,LIET,LIME,2019-03-21 
,EGBB,EGPF,2019-03-31 
,ESSB,ESSA,2019-03-29 
,LIPZ,LIMC,2019-03-14 
,EGEC,EGPF,2019-03-17 
,EDDF,LIMC,2019-03-01 
,EDDS,BKPR,2019-03-20 
,GCFV,EDDF,2019-03-18 
,ESSB,ESSA,2019-03-11 
,EDDH,EGKK,2019-03-31 
,LIPZ,LFMN,2019-03-05 
,UMMS,UKBB,2019-03-16 
,EDDB,LGKV,2019-03-03 
,ENGM,ENVA,2019-03-29 
,LEBL,ESGG,2019-03-09 
,LIME,EDDP,2019-03-27 
,LJMB,LOWG,2019-03-16 
,EKCH,EKRN,2019-03-18 
,UMMS,UUDD,2019-03-12 
,EDDF,LEBB,2019-03-22 
,LEBL,LFMD,2019-03-27 
,ENBR,ENGM,2019-03-31 
,LIRF,UUDD,2019-03-21 
,LGSA,LIME,2019-03-09 
,EBAW,LGAV,2019-03-26 
,EDDL,LYBE,2019-03-05 
,EDDP,EKCH,2019-03-26 
,LFMN,EGGW,2019-03-12 
,ESDF,ESSB,2019-03-09 
,ESKN,LYNI,2019-03-15 
,EGGD,EGNV,2019-03-26 
,ENBR,ENVA,2019-03-12 
,LIRF,UMKK,2019-03-21 
,ESGG,GCXO,2019-03-16 
,ULLI,UUWW,2019-03-30 
,EGLL,EKEB,2019-03-23 
,EHEH,EPKT,2019-03-22 
,LFBD,LFBO,2019-03-13 
,EPKT,EBLG,2019-03-24 
,ENGM,ENML,2019-03-14 
,LIPO,LIME,2019-03-21 
,EKCH,ENGM,2019-03-21 
,UUEE,UMMS,2019-03-10 
,EGSS,EGGW,2019-03-01 
,LFML,LIMC,2019-03-08 
,ENZV,ENGM,2019-03-26 
,LIMF,LIML,2019-03-12 
,ESSA,EGHH,2019-03-25 
,ENGM,ENML,2019-03-27 
,LEBL,LEIB,2019-03-12 
,ENZV,ENGM,2019-03-08 
,EKCH,LEMG,2019-03-18 
,UWUU,UUEE,2019-03-01 
,LIPZ,LEBL,2019-03-26 
,LFRS,EGKK,2019-03-31 
,LIPH,LIEE,2019-03-16 
,EHAM,EKYT,2019-03-24 
,UWWW,UUEE,2019-03-11 
,LRTR,EDJA,2019-03-14 
,EHAM,ESSL,2019-03-04 
,LEMD,LEVX,2019-03-09 
,EGPH,LIRN,2019-03-06 
,LIPE,LIEE,2019-03-28 
,LFLL,LFMN,2019-03-15 
,LIRF,LIPX,2019-03-30 
,LFBP,LFLL,2019-03-20 
,EDDS,EDDF,2019-03-14 
,EGLL,LFML,2019-03-11 
,LEMD,LEBB,2019-03-26 
,EGBB,LEZL,2019-03-24 
,EGSS,LGAV,2019-03-13 
,LICC,LIRF,2019-03-05 
,ESNU,ESGG,2019-03-25 
,EHRD,EHAM,2019-03-31 
,EHEH,LEGE,2019-03-16 
,LEPA,EDDM,2019-03-04 
,LHSM,EDDG,2019-03-30 
,EGLC,EGLL,2019-03-14 
,EDDN,EDDV,2019-03-23 
,EGBB,EGAC,2019-03-24 
,ENGM,EKCH,2019-03-26 
,ENBR,ENGM,2019-03-13 
,LYBE,UUEE,2019-03-26 
,UUDD,UMMS,2019-03-02 
,EDDF,LEPA,2019-03-08 
,EPGD,EPPO,2019-03-30 
,ESSA,EETN,2019-03-22 
,LEZL,LIRA,2019-03-13 
,EKCH,EKAH,2019-03-24 
,ENGM,LKPR,2019-03-21 
,ESSA,ESNZ,2019-03-08 
,LIBD,LIRA,2019-03-25 
,ENGM,LSGG,2019-03-15 
,LFBL,EGNX,2019-03-16 
,LOWW,ENGM,2019-03-21 
,LEMD,LEZL,2019-03-31 
,EGMC,LFBE,2019-03-03 
,LICC,LIRF,2019-03-05 
,ULLI,UUEE,2019-03-07 
,LEZL,GCXO,2019-03-31 
,GCLP,LSZH,2019-03-11 
,UUEE,UWWW,2019-03-09 
,LOWW,LIRN,2019-03-10 
,ESTA,ESGG,2019-03-24 
,LEBB,LEMD,2019-03-23 
,ULLI,UMKK,2019-03-08 
,ENGM,ENML,2019-03-28 
,LEAS,LEMD,2019-03-12 
,LIMC,LEBL,2019-03-15 
,EDDN,GCXO,2019-03-06 
,ENBR,EHAM,2019-03-03 
,ESSB,ESMX,2019-03-20 
,EGGP,EGAA,2019-03-21 
,LIML,LMML,2019-03-10 
,LPPR,EDSB,2019-03-02 
,EIDW,EGSS,2019-03-31 
,EDDP,LEPA,2019-03-21 
,ENGM,ENBR,2019-03-27 
,LMML,LIRF,2019-03-11 
,EGBB,EGCC,2019-03-30 
,UKKK,UUDD,2019-03-20 
,ESSB,ESSA,2019-03-25 
,LFLB,ELLX,2019-03-25 
,ESSB,ESSA,2019-03-19 
,UWWW,UUEE,2019-03-01 
,LEPA,LEAL,2019-03-05 
,EPGD,LMML,2019-03-17 
,ESNZ,ESSB,2019-03-14 
,ESSA,ESNZ,2019-03-10 
,LIPX,EGGW,2019-03-15 
,ULLI,UUWW,2019-03-25 
,LFKF,LFKJ,2019-03-29 
,EPKK,LMML,2019-03-26 
,ESSV,EFTP,2019-03-27 
,ENGM,ENVA,2019-03-10 
,LIBD,LIRP,2019-03-21 
,EGHI,EGSH,2019-03-06 
,LEMD,LEST,2019-03-02 
,UKLL,UMMS,2019-03-06 
,EGSS,EPRZ,2019-03-22 
,LMML,UUWW,2019-03-04 
,LFJL,LFQQ,2019-03-13 
,LRTR,LROP,2019-03-02 
,LEAL,LEMD,2019-03-17 
,LFKF,LFKJ,2019-03-25 
,LFLC,LEGE,2019-03-03 
,EDDF,LFMN,2019-03-03 
,URWA,UUDD,2019-03-08 
,ENGM,ENHD,2019-03-28 
,LIMC,LIPZ,2019-03-13 
,LIPE,EGLL,2019-03-07 
,LFML,LFKC,2019-03-26 
,ENGM,LFMN,2019-03-02 
,LIPE,LIEE,2019-03-31 
,LIPO,LIME,2019-03-22 
,EGNX,EGPH,2019-03-19 
,EDDF,LSGG,2019-03-02 
,LBSF,EPWA,2019-03-29 
,LFPO,LFMD,2019-03-31 
,EDDB,LHBP,2019-03-05 
,ENGM,EPGD,2019-03-20 
,EPSY,EPWA,2019-03-22 
,EGNX,LEMG,2019-03-19 
,ENML,ENGM,2019-03-03 
,LYNI,ESKN,2019-03-15 
,BKPR,LSZH,2019-03-04 
,LFLB,ELLX,2019-03-28 
,LICJ,LIRF,2019-03-06 
,EBBR,UUWW,2019-03-29 
,LIRF,LIPX,2019-03-05 
,EGGW,LEMG,2019-03-16 
,UUEE,UKFF,2019-03-03 
,LIRF,LICC,2019-03-08 
,EIDW,EPKK,2019-03-26 
,EGSS,GCLP,2019-03-14 
,LIPE,LEBL,2019-03-10 
,ESPA,ESSP,2019-03-17 
,LICJ,LOWG,2019-03-16 
,UKBB,EHAM,2019-03-07 
,LEBL,LEMG,2019-03-23 
,LFPO,LFMD,2019-03-11 
,EDDM,LEBL,2019-03-19 
,ENCN,ENGM,2019-03-16 
,EDLP,EDDV,2019-03-11 
,LPPS,LPMA,2019-03-20 
,LFKJ,LFMD,2019-03-20 
,EHAM,ESSL,2019-03-09 
,ESSA,ESNU,2019-03-25 
,LFMN,LFPO,2019-03-08 
,LBBG,EHAM,2019-03-23 
,ESSA,EETN,2019-03-26 
,LOWI,EBAW,2019-03-16 
,ESSA,EETN,2019-03-18 
,EPKK,EFHK,2019-03-28 
,LIRQ,LEBL,2019-03-11 
,EPKK,EDDF,2019-03-23 
,EDDH,LEPA,2019-03-14 
,ENGM,ENML,2019-03-27 
,EDJA,LRTR,2019-03-15 
,LFPG,LFMN,2019-03-03 
,EDDB,LHBP,2019-03-05 
,ENGM,ENBR,2019-03-25 
,ENVA,ENGM,2019-03-19 
,ESSA,UUDD,2019-03-15 
,GCLP,EDDK,2019-03-15 
,LIME,EDDP,2019-03-26 
,EKCH,ENGM,2019-03-20 
,EFHK,EFVA,2019-03-22 
,UUEE,UMKK,2019-03-03 
,EBCI,GCXO,2019-03-02 
,URKA,UUWW,2019-03-26 
,LICJ,LIPO,2019-03-31 
,LMML,EGKK,2019-03-07 
,ENGM,ENAL,2019-03-02 
,ESSA,EETN,2019-03-31 
,EYVI,EHEH,2019-03-15 
,EGCC,LHBP,2019-03-24 
,ESSV,ESSA,2019-03-02 
,ENCN,ENGM,2019-03-10 
,EGGW,LIRN,2019-03-16 
,EPPO,EKCH,2019-03-25 
,UUDD,UMMS,2019-03-07 
,EBBR,LFPG,2019-03-15 
,EGLL,LFPG,2019-03-01 
,ESMQ,ESSB,2019-03-14 
,LIPX,EGGW,2019-03-15 
,LIRQ,LEMD,2019-03-16 
,EGPK,BIKF,2019-03-17 
,LFMN,EGKK,2019-03-09 
,UWGG,UUEE,2019-03-04 
,LGKL,EDDM,2019-03-16 
,LEBL,LEMG,2019-03-07 
,EHAM,EPKK,2019-03-23 
,ESSA,EETN,2019-03-29 
,ENGM,LHBP,2019-03-03 
,LJMB,LOWI,2019-03-18 
,UUBW,UMMS,2019-03-26 
,LIPH,EDDB,2019-03-18 
,ENGM,EGKK,2019-03-26 
,LEBL,ULLI,2019-03-28 
,LGIR,EDDM,2019-03-02 
,ESNS,ESPA,2019-03-30 
,LFMD,LFPO,2019-03-04 
,EGGW,EPKT,2019-03-23 
,ESSA,ESSB,2019-03-03 
,BIKF,UUEE,2019-03-01 
,LIRP,LIML,2019-03-29 
,LKPR,EDDM,2019-03-07 
,LMML,LEBL,2019-03-13 
,EHAM,GCXO,2019-03-21 
,ESKN,ESSB,2019-03-20 
,EDDN,EDDF,2019-03-23 
,EDDP,LIME,2019-03-27 
,ULMM,ULLI,2019-03-24 
,LEBL,EPWA,2019-03-25 
,LICJ,LIMC,2019-03-09 
,EHAM,LICJ,2019-03-03 
,UUDD,UUWW,2019-03-14 
,ENZV,ENGM,2019-03-10 
,EDDP,LEPA,2019-03-26 
,ENHD,ENGM,2019-03-17 
,LEBL,UMMS,2019-03-14 
,LFLL,LFRB,2019-03-21 
,EDDW,LEPA,2019-03-17 
,LPPT,LIRN,2019-03-07 
,EGNV,LPFR,2019-03-27 
,ENVA,ENGM,2019-03-27 
,LICC,LIPE,2019-03-24 
,UWKD,UUWW,2019-03-19 
,ENGM,LFPG,2019-03-24 
,EGBB,EGCC,2019-03-16 
,LIPX,LIME,2019-03-04 
,EKCH,GCXO,2019-03-02 
,LMML,LBSF,2019-03-14 
,EBCI,LIRP,2019-03-02 
,GCRR,EGSS,2019-03-29 
,LFPO,LIRF,2019-03-19 
,LMML,EPGD,2019-03-22 
,LEPA,LEAL,2019-03-05 
,EGSS,LFBL,2019-03-04 
,EKCH,ENBR,2019-03-04 
,UKBB,EPKK,2019-03-12 
,EPKK,EHEH,2019-03-21 
,EGNV,EGNT,2019-03-15 
,LFMN,LFPG,2019-03-12 
,ENGM,ENZV,2019-03-08 
,LEMG,EGNM,2019-03-05 
,LJLJ,LEGE,2019-03-21 
,ENGM,ENDU,2019-03-12 
,ESSA,ESMQ,2019-03-03 
,ENGM,ENBR,2019-03-29 
,EPBY,EGSS,2019-03-31 
,EDDS,LIPE,2019-03-01 
,LEVX,LEMD,2019-03-02 
,LPFR,LPPT,2019-03-19 
,ENGM,ENCN,2019-03-09 
,LEMG,LEZL,2019-03-25 
,LIMG,LIMJ,2019-03-05 
,LIEO,BIKF,2019-03-24 
,ENML,ENGM,2019-03-03 
,EKYT,EKCH,2019-03-27 
,LEPA,LEMD,2019-03-02 
,LTBU,LPPR,2019-03-19 
,UUDD,URRP,2019-03-12 
,LICJ,LIMF,2019-03-02 
,LEMD,LEBB,2019-03-20 
,EBCI,LFBD,2019-03-14 
,EPLL,EPSY,2019-03-30 
,UKBB,LIRF,2019-03-15 
,LJLJ,UUWW,2019-03-20 
,UUDD,UUEE,2019-03-06 
,UUDD,ULLI,2019-03-22 
,LFPO,LFMD,2019-03-06 
,ENTO,EPGD,2019-03-11 
,UMMS,ESSA,2019-03-14 
,LIBD,EGSH,2019-03-05 
,LPPS,LPMA,2019-03-31 
,LKPR,LIMC,2019-03-28 
,ENGM,ENBO,2019-03-29 
,LZIB,EVRA,2019-03-18 
,LPPT,LPPR,2019-03-05 
,LIPE,LHBP,2019-03-14 
,LEMD,LEPA,2019-03-20 
,LEBL,LEBB,2019-03-23 
,BIKF,EHAM,2019-03-26 
,LEPP,LEMD,2019-03-20 
,ENGM,ENBR,2019-03-30 
,LEBL,LPPR,2019-03-19 
,UUDD,LBWN,2019-03-23 
,UWKD,UUEE,2019-03-17 
,ENGM,ENML,2019-03-12 
,LIPE,LZIB,2019-03-10 
,LEPA,EHEH,2019-03-18 
,LEBL,LECO,2019-03-04 
,UWWW,UUDD,2019-03-09 
,LFPO,LFMN,2019-03-11 
,LROP,LHBP,2019-03-12 
,EHAM,LICC,2019-03-07 
,LIPX,LIPO,2019-03-20 
,UKBB,UKKK,2019-03-20 
,EDDF,ENGM,2019-03-20 
,ESMT,ESSB,2019-03-18 
,GCLP,LPFR,2019-03-27 
,EHAM,EBAW,2019-03-19 
,UMMS,UUEE,2019-03-10 
,EGGP,EGCC,2019-03-15 
,ULLI,UUWW,2019-03-11 
,ESSB,ESSV,2019-03-18 
,LIME,LIPZ,2019-03-18 
,EDDM,LKPR,2019-03-31 
,ENCN,ENGM,2019-03-02 
,LEMG,EPWA,2019-03-17 
,LSGG,EPKK,2019-03-25 
,LEMG,LSGG,2019-03-15 
,EPWA,ESMK,2019-03-30 
,EDDF,EIDW,2019-03-11 
,ENGM,ENKB,2019-03-29 
,LIBD,LIBR,2019-03-25 
,LEMG,EGPH,2019-03-15 
,ESPA,ESSP,2019-03-29 
,LFBP,LFPO,2019-03-17 
,EVRA,EYVI,2019-03-23 
,LICC,LIRF,2019-03-08 
,LSZH,LICC,2019-03-09 
,LEMD,LPFR,2019-03-25 
,EDDM,LMML,2019-03-15 
,EDDV,LIPX,2019-03-31 
,UUWW,ULPB,2019-03-08 
,EDDL,EDDM,2019-03-17 
,LZIB,LMML,2019-03-22 
,ENGM,ENBR,2019-03-25 
,EGCC,EKCH,2019-03-20 
,UUWW,ULLI,2019-03-08 
,GCLP,EDDH,2019-03-16 
,LFPO,LFLL,2019-03-17 
,ENGM,GCLP,2019-03-18 
,LFML,LFKC,2019-03-28 
,LSGG,LGSR,2019-03-30 
,EKCH,ENVA,2019-03-10 
,EHAM,ENZV,2019-03-12 
,EBBR,LEVT,2019-03-20 
,EGGP,LEAL,2019-03-15 
,LEMG,LTBU,2019-03-14 
,UUEE,UWWW,2019-03-03 
,LFPO,LEPA,2019-03-10 
,EGPK,LFML,2019-03-17 
,EDDB,LFBO,2019-03-27 
,LIBD,LIPE,2019-03-26 
,EEKA,EFKK,2019-03-18 
,UUDD,UWKD,2019-03-02 
,ESSA,ENGM,2019-03-10 
,LPPR,LPPD,2019-03-14 
,EGPH,EETN,2019-03-02 
,GCLP,LEMD,2019-03-03 
,EGCC,EIDW,2019-03-24 
,LEVC,EDDM,2019-03-10 
,LFMN,ENGM,2019-03-05 
,LHBP,LIRP,2019-03-26 
,LIRA,LICA,2019-03-18 
,LIBR,LIBD,2019-03-07 
,EDDV,EDDH,2019-03-19 
,LIPE,LEMD,2019-03-11 
,LIPH,EBCI,2019-03-19 
,LEAL,LEPA,2019-03-18 
,LIRN,LEBL,2019-03-03 
,UMMS,UUDD,2019-03-05 
,EIDW,LEMD,2019-03-21 
,LYBE,EKCH,2019-03-10 
,UUWW,LGAV,2019-03-28 
,EBBR,GCLA,2019-03-26 
,EGLC,EGLL,2019-03-13 
,LSZH,EGGW,2019-03-25 
,LIMC,LICC,2019-03-14 
,LIRF,EBBR,2019-03-26 
,LFMU,LFMP,2019-03-16 
,LOWW,LROP,2019-03-26 
,LFMN,EGKK,2019-03-02 
,UWLL,UUWW,2019-03-24 
,LPMA,LPPR,2019-03-26 
,LIMG,LIRA,2019-03-31 
,ENGM,ENML,2019-03-29 
,LRBS,LROP,2019-03-10 
,EETN,EVRA,2019-03-30 
,LIPE,LIEE,2019-03-19 
,EHAM,LPPT,2019-03-18 
,EFTP,EFPO,2019-03-21 
,EPPO,EGSS,2019-03-28 
,LIRF,LTBU,2019-03-16 
,LYBE,UUEE,2019-03-07 
,ENZV,ENVA,2019-03-04 
,EHAM,LIPZ,2019-03-05 
,EDDM,LSGG,2019-03-09 
