Callsign, Origin, Destination,Day
HVN19,YMML,LFPG,2019-12-01 
CES201,YMML,EGKK,2019-12-01 
CES771,YSSY,EHAM,2019-12-01 
ETH714,KEWR,ESSA,2019-12-01 
HVN37,YSSY,EDDF,2019-12-01 
CCA827,RJBB,EDDM,2019-12-01 
CES569,KJFK,LFPG,2019-12-01 
CSN347,RJBB,LFPG,2019-12-01 
CSN461,KLAX,EDDF,2019-12-01 
CES785,CYVR,LKPR,2019-12-01 
CCA963,RKSI,EDDL,2019-12-01 
CSN303,NZCH,EGLL,2019-12-01 
CCA731,ZGSZ,LIRF,2019-12-01 
CES581,ESSA,CYVR,2019-12-01 
CCA907,WSSS,LEMD,2019-12-01 
QFA9,YPPH,EGLL,2019-12-01 
MAU14,FAOR,LFPG,2019-12-01 
IBE6801,LEMD,RJAA,2019-12-01 
QFA10,EGLL,YPPH,2019-12-01 
ETH704,FAOR,LFPG,2019-12-01 
NCA089,LIMC,RJAA,2019-12-01 
AFR480,LFPG,SPJC,2019-12-01 
ETH3720,VABB,EBLG,2019-12-01 
DLH518,EDDF,MROC,2019-12-01 
NRS5PY,EGKK,KLAX,2019-12-01 
OMA115,WMKK,EDDF,2019-12-01 
AFL106,UUEE,KLAX,2019-12-01 
NAX7UA,LFPG,KHHR,2019-12-01 
AFR430,LFPG,MROC,2019-12-01 
KLM861,EHAM,RJAA,2019-12-01 
BAW44N,EGLL,KSAN,2019-12-01 
ABR753P,EINN,KGYR,2019-12-01 
KLM867,EHAM,RJBB,2019-12-01 
AIC135,VIDP,LEMD,2019-12-01 
DLH464,EDDF,KORL,2019-12-01 
AZA758,LIRF,RKSI,2019-12-01 
AEA097,LEMD,KMIA,2019-12-01 
DAL119,LFPG,KLAX,2019-12-01 
AZA784,LIRF,RJAA,2019-12-01 
CPA320,LEMD,VHHH,2019-12-01 
ACA855,EGLL,CYVR,2019-12-01 
DLH714,EDDM,RJTK,2019-12-01 
BAW49,EGLL,KSEA,2019-12-01 
SAS943,EKCH,KORD,2019-12-01 
MSR532,OMSJ,EBOS,2019-12-01 
LOT97,EPWA,RKSI,2019-12-01 
AFR293,RJTT,LFPG,2019-12-01 
AFR166,LFPG,VTBS,2019-12-01 
LOT6519,EPWA,VTBS,2019-12-01 
BAW9CG,EGLL,KPHX,2019-12-01 
DLH2C,EDDM,KORD,2019-12-01 
BAW119,EGLL,VOBL,2019-12-01 
ETAWQ,LIRF,KIAD,2019-12-01 
AFR272,LFPG,RJTT,2019-12-01 
BAW16,WSSS,EGLL,2019-12-01 
BAW279,EGLL,KSJC,2019-12-01 
