Callsign, Origin, Destination,Day
AMX023,SAEZ,LEMD,2019-10-01 
HVN55,YSSY,EGLL,2019-10-01 
CHH7907,ZGSZ,LFPG,2019-10-01 
GES061K,YSSY,LEBL,2019-10-01 
CSN345,ZGSZ,EHAM,2019-10-01 
CCA933,KLAX,LFPG,2019-10-01 
CSC607,ZGSZ,LIRF,2019-10-01 
CCA939,YMML,LIRF,2019-10-01 
KQA128,FAOR,LSGG,2019-10-01 
MPH8372,FAOR,EHAM,2019-10-01 
QFA9,YPPH,EGLL,2019-10-01 
QFA10,EGLL,YPPH,2019-10-01 
MAU34,FAOR,LFPG,2019-10-01 
CFG235,MROC,EDDF,2019-10-01 
NOS1,LIMC,RCTP,2019-10-01 
N128GV,EGSS,SBGR,2019-10-01 
KLM867,EHAM,RJBB,2019-10-01 
NAX1WA,LEBL,KLAX,2019-10-01 
CCA431,ZGSZ,EDDF,2019-10-01 
AFR136,LFPG,KORD,2019-10-01 
DAL119,LFPG,KLAX,2019-10-01 
NRS5PY,EGKK,KLAX,2019-10-01 
BAW19,EGLL,RJBB,2019-10-01 
NAX5HB,LEBL,KOAK,2019-10-01 
FIN11,EFHK,KSFO,2019-10-01 
CFG026,EDDF,KPHX,2019-10-01 
NAX7UA,LFPG,KHHR,2019-10-01 
BAW279,EGLL,KSJC,2019-10-01 
BAW9CG,EGLL,KPHX,2019-10-01 
NRS7506,SAEZ,EGKK,2019-10-01 
AFR293,RJTT,LFPG,2019-10-01 
DLH458,EDDM,KSFO,2019-10-01 
AFR082,LFPG,KSFO,2019-10-01 
DLH476,EDDM,CYVR,2019-10-01 
AFR257,WSSS,LFPG,2019-10-01 
BAW44N,EGLL,KSAN,2019-10-01 
BAW16,WSSS,EGLL,2019-10-01 
DLH714,EDDM,RJTT,2019-10-01 
KZR893,OMDB,UUEE,2019-10-01 
AAR532,LIPZ,RKSI,2019-10-01 
CLU138,VHHH,UUEE,2019-10-01 
LOT97,EPWA,RKSI,2019-10-01 
BAW34,WMKK,EGLL,2019-10-01 
AFR185,VHHH,LFPG,2019-10-01 
DLH731,VHHH,EDDM,2019-10-01 
BAW31F,EGLL,KDFW,2019-10-01 
ANA203,RJTT,EDDF,2019-10-01 
ARG1134,SAEZ,LEMD,2019-10-01 
DLH797,VHHH,EDDF,2019-10-01 
AFL7980,UUEE,VHHH,2019-10-01 
IBE6117,LEMD,KMIA,2019-10-01 
ETH3727,OMSJ,EBLG,2019-10-01 
KLM887,EHAM,VHHH,2019-10-01 
BAW12,WSSS,EGLL,2019-10-01 
BAW32,VHHH,EGLL,2019-10-01 
LOT23,EPWA,KLAX,2019-10-01 
DLH791,WSSS,EDDM,2019-10-01 
NAX7115,LIRF,KLAX,2019-10-01 
DLH432,EDDF,KORD,2019-10-01 
ANZ1,EGLL,KLAX,2019-10-01 
IRM140,WMKK,LIRF,2019-10-01 
EDW91,SAEZ,LSZH,2019-10-01 
SIA322,WSSS,EGLL,2019-10-01 
KLM810,WMKK,EHAM,2019-10-01 
EWG1107,VTBS,EDDL,2019-10-01 
AFR272,LFPG,RJAA,2019-10-01 
AEA026,SLCY,LEMD,2019-10-01 
SIA338,WSSS,EDDL,2019-10-01 
BAW269,EGLL,KLAX,2019-10-01 
IBE2602,SAEZ,LEBL,2019-10-01 
FIN132,WSSS,EFHK,2019-10-01 
BAW28,VHHH,EGLL,2019-10-01 
AEA042,SAEZ,LEMD,2019-10-01 
SIA356,WSSS,LIMC,2019-10-01 
KLM875,EHAM,VTBS,2019-10-01 
LOT26,EPWA,KJFK,2019-10-01 
AZA681,SAEZ,LIRF,2019-10-01 
MAS2,WMKK,EGLL,2019-10-01 
CPA251,VHHH,EGLL,2019-10-01 
BAW275,EGLL,KLAS,2019-10-01 
SIA324,WSSS,EHAM,2019-10-01 
SIA352,WSSS,EKCH,2019-10-01 
BAW297,EGLL,KORD,2019-10-01 
DLH779,WSSS,EDDF,2019-10-01 
KLM856,RKSI,EHAM,2019-10-01 
DLH773,VTBS,EDDF,2019-10-01 
CPA383,VHHH,LSZH,2019-10-01 
LOT45,EPWA,CYYZ,2019-10-01 
DLH712,EDDF,RKSI,2019-10-01 
CPA261,VHHH,LFPG,2019-10-01 
SIA26,WSSS,EDDF,2019-10-01 
QFA1,WSSS,EGLL,2019-10-01 
NAX19M,LIRF,KEWR,2019-10-01 
AFL220,UUEE,ZGGG,2019-10-01 
CPA271,VHHH,EHAM,2019-10-01 
CPA238,EGLL,VHHH,2019-10-01 
LOT3,EPWA,KORD,2019-10-01 
FIN100,VHHH,EFHK,2019-10-01 
NAX43J,LEMD,KLAX,2019-10-01 
KAL924,UUEE,RKSI,2019-10-01 
SIA362,WSSS,UUDD,2019-10-01 
AAR542,EDDF,RKSI,2019-10-01 
IBE6856,SAEZ,LEMD,2019-10-01 
LNE1440,SPJC,LEMD,2019-10-01 
SIA336,WSSS,LFPG,2019-10-01 
CPA255,VHHH,EGLL,2019-10-01 
DLH716,EDDF,RJTK,2019-10-01 
BOS9,LFPO,KEWR,2019-10-01 
AFL212,UUEE,VHHH,2019-10-01 
BAW244,SAEZ,EGLL,2019-10-01 
DLH577,FACT,EDDF,2019-10-01 
NAX7BW,ENGM,KFLL,2019-10-01 
ANA205,RJTT,LOWW,2019-10-01 
SDM6574,ULLP,ULLI,2019-10-01 
NAX95L,LEBL,KEWR,2019-10-01 
BAW211,EGLL,KMIA,2019-10-01 
KLM836,WSSS,EHAM,2019-10-01 
BAW5VY,EGLL,CYVR,2019-10-01 
RBA003,WBSB,EGLL,2019-10-01 
SAS901,EKCH,KEWR,2019-10-01 
DAL4,EGLL,KJFK,2019-10-01 
SIA328,WSSS,EDDM,2019-10-01 
AFR229,SAEZ,LFPG,2019-10-01 
CPA289,VHHH,EDDF,2019-10-01 
CPA293,VHHH,LIRF,2019-10-01 
IBE2625,LEBL,KBOS,2019-10-01 
CPA339,VHHH,EBBR,2019-10-01 
ICE21M,BIKF,KFTG,2019-10-01 
AFR995,FAOR,LFPG,2019-10-01 
AFL253,RKSI,UUEE,2019-10-01 
CPA315,VHHH,LEMD,2019-10-01 
RBA004,EGLL,WBSB,2019-10-01 
CPA273,VHHH,LFPG,2019-10-01 
AFL122,UUEE,KJFK,2019-10-01 
THA920,VTBS,EDDF,2019-10-01 
CPA343,VHHH,EGKK,2019-10-01 
ACA859,EGLL,CYYZ,2019-10-01 
AEA058,SBGR,LEMD,2019-10-01 
DLH573,FAOR,EDDF,2019-10-01 
THA930,VTBS,LFPG,2019-10-01 
KAL938,LOWW,RKSI,2019-10-01 
ICE681,BIKF,KSEA,2019-10-01 
SAS966,VHHH,EKCH,2019-10-01 
AEA176,SPJC,LEMD,2019-10-01 
SIA306,WSSS,EGLL,2019-10-01 
ARG1141,LIRF,SAEZ,2019-10-01 
CPA233,VHHH,LIMC,2019-10-01 
BAW58L,FACT,EGLL,2019-10-01 
SHE76P,EHRD,WMSA,2019-10-01 
CPA219,VHHH,EGCC,2019-10-01 
BAW56,FAOR,EGLL,2019-10-01 
BAW179,EGLL,KJFK,2019-10-01 
CPA250,EGLL,VHHH,2019-10-01 
IBE2627,LEBL,KJFK,2019-10-01 
EDW84,LSZH,FACT,2019-10-01 
AZA675,SBGR,LIRF,2019-10-01 
JAL41,RJTT,EGLL,2019-10-01 
THA934,VTBS,EBBR,2019-10-01 
SIA346,WSSS,LSZH,2019-10-01 
MSR3330,CYMX,EBBR,2019-10-01 
EJM2929,EGGW,KTPA,2019-10-01 
SIA366,WSSS,LIRF,2019-10-01 
BAW1YC,EGLL,CYYC,2019-10-01 
N607CV,EGGW,CYYZ,2019-10-01 
IBE6824,SBGR,LEMD,2019-10-01 
N200A,EINN,KDAL,2019-10-01 
THA940,VTBS,LIMC,2019-10-01 
AFL250,UUEE,RKSI,2019-10-01 
AAR562,LIRF,RKSI,2019-10-01 
CHH759,ZGSZ,EBBR,2019-10-01 
CGIIT,CYMX,EDDB,2019-10-01 
9MNAB,EGGW,OMDW,2019-10-01 
BAW21G,EGLL,KBOS,2019-10-01 
AAR502,LFPG,RKSI,2019-10-01 
BAW31,EGLL,VHHH,2019-10-01 
THA910,VTBS,EGLL,2019-10-01 
THA924,VTBS,EDDM,2019-10-01 
AFR457,SBGR,LFPG,2019-10-01 
THA970,VTBS,LSZH,2019-10-01 
THA960,VTBS,ESSA,2019-10-01 
AAR588,EBBR,RKSI,2019-10-01 
ARG1133,LEMD,SAEZ,2019-10-01 
BOX690,EDDF,VOMM,2019-10-01 
BAW55K,EGLL,FAOR,2019-10-01 
SIA52,WSSS,EGCC,2019-10-01 
AZA849,FAOR,LIRF,2019-10-01 
JAL44,EGLL,RJTK,2019-10-01 
CFIPX,EDDH,CYKF,2019-10-01 
THA950,VTBS,EKCH,2019-10-01 
KAL595,RKSI,LOWW,2019-10-01 
AFR443,SBGL,LFPG,2019-10-01 
BAW246,SBGR,EGLL,2019-10-01 
TGW712,WSSS,LGAV,2019-10-01 
KLM702,SAEZ,EHAM,2019-10-01 
BAW257,EGLL,VIDP,2019-10-01 
ANA224,EDDF,RJTK,2019-10-01 
AFL1442,UUEE,UIII,2019-10-01 
CFG290,EDDF,FACT,2019-10-01 
JAL46,LFPG,RJTK,2019-10-01 
KAL908,EGLL,RKSI,2019-10-01 
TAP082,SBGR,LPPT,2019-10-01 
NAX3RV,LEMD,KJFK,2019-10-01 
CSN656,UUEE,ZGGG,2019-10-01 
KAL906,EDDF,RKSI,2019-10-01 
AFL105,KIAD,UUEE,2019-10-01 
KLM809,EHAM,WMKK,2019-10-01 
DAL118,KLAX,LFPG,2019-10-01 
EVA087,RCTP,LFPG,2019-10-01 
AFR225,VIDP,LFPG,2019-10-01 
KLM807,EHAM,RCTP,2019-10-01 
ANA212,EGLL,RJTK,2019-10-01 
AFR256,LFPG,WSSS,2019-10-01 
BAW54,FAOR,EGLL,2019-10-01 
BAW123,EGLL,OTHH,2019-10-01 
AFL270,UUEE,VTBS,2019-10-01 
SBI778,UUDD,UIII,2019-10-01 
CGUGU,CYVR,LIPR,2019-10-01 
BAW239,EGLL,KBOS,2019-10-01 
AIC120,EDDF,VIDP,2019-10-01 
KAL916,LEBL,RKSI,2019-10-01 
CPA256,EGLL,VHHH,2019-10-01 
DLH767,VABB,EDDM,2019-10-01 
KLM835,EHAM,WSSS,2019-10-01 
DLH417,KIAD,EDDF,2019-10-01 
TAM8063,LIMC,SBGR,2019-10-01 
AUI232,KJFK,UKBB,2019-10-01 
KLM855,EHAM,RKSI,2019-10-01 
TAP2552,SBGR,LPPT,2019-10-01 
DAL70,KATL,EHAM,2019-10-01 
ANA218,EDDM,RJTT,2019-10-01 
CES5009,VTBS,UUEE,2019-10-01 
VPCHI,EGGW,OMAD,2019-10-01 
KLM701,EHAM,SAEZ,2019-10-01 
AIC138,LIMC,VIDP,2019-10-01 
VJT295,VABB,LSGG,2019-10-01 
CPA278,LFPG,VHHH,2019-10-01 
TAM8146,SBGR,LPPT,2019-10-01 
DLH763,VIDP,EDDM,2019-10-01 
TAM8071,EDDF,SBGR,2019-10-01 
N291MJ,KFLL,LPPT,2019-10-01 
KAL926,EHAM,RKSI,2019-10-01 
THA975,UUDD,VTBS,2019-10-01 
ETD44X,EDDF,OMAA,2019-10-01 
ETD53S,EHAM,OMAA,2019-10-01 
DLH511,SAEZ,EDDF,2019-10-01 
GTI8274,KJFK,EDFH,2019-10-01 
ETD43U,EGCC,OMAA,2019-10-01 
DAL34,KSEA,LFPG,2019-10-01 
AFR191,VOBL,LFPG,2019-10-01 
TAM8114,SBGR,LEBL,2019-10-01 
DLH510,EDDF,SBKP,2019-10-01 
DAL82,KATL,LFPG,2019-10-01 
AAR522,EGLL,RKSI,2019-10-01 
KAL932,LIRF,RKSI,2019-10-01 
KLM24,KIAH,EHAM,2019-10-01 
AFL235,VIDP,UUEE,2019-10-01 
BOV777,LEMD,SLVR,2019-10-01 
DLH772,EDDF,VTBS,2019-10-01 
AZA619,KIAD,LIRF,2019-10-01 
SVR349,UUDD,UHBB,2019-10-01 
CKS206,EHAM,KJFK,2019-10-01 
AFR008,LFPG,KJFK,2019-10-01 
BAW11,EGLL,WSSS,2019-10-01 
TAM8101,LFPG,SBGR,2019-10-01 
DLH790,EDDM,WSSS,2019-10-01 
DLH506,EDDF,SBGR,2019-10-01 
DLH796,EDDF,VHHH,2019-10-01 
CAL061,RCTP,EDDF,2019-10-01 
AIC142,LFPG,VIDP,2019-10-01 
DLH759,VOMM,EDDF,2019-10-01 
DLH445,KATL,EDDF,2019-10-01 
ACA806,CYVR,LFPG,2019-10-01 
CAL070,EGKK,RCTP,2019-10-01 
DLH401,KJFK,EDDF,2019-10-01 
BAW142,VIDP,EGLL,2019-10-01 
AZA629,KORD,LIRF,2019-10-01 
BAW109,EGLL,OMDB,2019-10-01 
ABW102,KDFW,EHAM,2019-10-01 
MPH6911,EHAM,SBKP,2019-10-01 
BAW33,EGLL,WMKK,2019-10-01 
THT8,KLAX,LFPG,2019-10-01 
BAW138,VABB,EGLL,2019-10-01 
DLH572,EDDF,FAOR,2019-10-01 
AFR655,OMDB,LFPG,2019-10-01 
TAP058,SBBR,LPPT,2019-10-01 
SIA319,EGLL,WSSS,2019-10-01 
DAL178,KPDX,EHAM,2019-10-01 
ETD026,EGLL,OMAA,2019-10-01 
DAL46,KJFK,EHAM,2019-10-01 
TAP224,KMIA,LPPT,2019-10-01 
TSC776,CYVR,EGKK,2019-10-01 
ACA872,CYYZ,EDDF,2019-10-01 
KAL541,RKSI,LOWW,2019-10-01 
AZA674,LIRF,SBGR,2019-10-01 
ROU1902,CYUL,LGAV,2019-10-01 
AFR217,VABB,LFPG,2019-10-01 
DAL62,KATL,LIRF,2019-10-01 
SVR2463,UUBW,UAAA,2019-10-01 
CSN8372,UUEE,ZGSZ,2019-10-01 
BAW4EA,KSEA,EGLL,2019-10-01 
THA917,EGLL,VTBS,2019-10-01 
ETD4,EDDM,OMAA,2019-10-01 
AFR681,KATL,LFPG,2019-10-01 
KLM428,OMDB,EHAM,2019-10-01 
BAW57K,EGLL,FAOR,2019-10-01 
AFR023,KJFK,LFPG,2019-10-01 
ETD11Y,LIRF,OMAA,2019-10-01 
ROU1900,CYYZ,LGAV,2019-10-01 
PLF105,KIAD,EPWA,2019-10-01 
AIC114,EGBB,VIDP,2019-10-01 
EWG6BR,KEWR,EDDL,2019-10-01 
BAW199,EGLL,VABB,2019-10-01 
AZU8750,SBKP,LPPT,2019-10-01 
FIN99,EFHK,VHHH,2019-10-01 
N949MC,KHEF,EDDS,2019-10-01 
AZA60M,KJFK,LIRF,2019-10-01 
DLH730,EDDM,VHHH,2019-10-01 
AFR639,KIAH,LFPG,2019-10-01 
KLM808D,RCTP,EHAM,2019-10-01 
ROU1968,CYYZ,LDZA,2019-10-01 
DLH631,OMDB,EDDF,2019-10-01 
AIC112,EGLL,VIDP,2019-10-01 
CAL063D,RCTP,LOWW,2019-10-01 
KAC171,VIDP,EDDF,2019-10-01 
KLM104,FACT,EHAM,2019-10-01 
KLM48,KORD,EHAM,2019-10-01 
DLH625,OEDF,EDDF,2019-10-01 
CMB525,OTBH,EDFH,2019-10-01 
DLH441,KIAH,EDDF,2019-10-01 
MAS1,EGLL,WMKK,2019-10-01 
KLM602,KLAX,EHAM,2019-10-01 
FIN131,EFHK,WSSS,2019-10-01 
