Callsign, Origin, Destination,Day
HVN37,RKSI,EDDF,2019-09-01 
CSN307,YPAD,EHAM,2019-09-01 
CCA731,RJBB,LIRF,2019-09-01 
ETH3716,VHHH,EBLG,2019-09-01 
BAW16,YSSY,EGLL,2019-09-01 
ETD45N,YMML,EDDL,2019-09-01 
QFA1,YSSY,EGLL,2019-09-01 
CSN461,KLAX,EDDF,2019-09-01 
CSN303,KSFO,EGLL,2019-09-01 
SIA322,VHHH,EGLL,2019-09-01 
CCA933,KLAX,LFPG,2019-09-01 
CSH869,RKSS,LHBP,2019-09-01 
ICV8369,VHHH,LIMC,2019-09-01 
QFA9,YPPH,EGLL,2019-09-01 
ETD85,RPLL,LIRF,2019-09-01 
QFA10,EGLL,YPPH,2019-09-01 
MAU34,FAOR,LFPG,2019-09-01 
ETD46X,WMKK,EBBR,2019-09-01 
CCA877,RJTK,EKCH,2019-09-01 
MMDBD,LSZH,KLAX,2019-09-01 
AFR552,LFPG,RCTP,2019-09-01 
IBE2621,LEBL,KSFO,2019-09-01 
DAL79,EHAM,KLAX,2019-09-01 
LKE883,ZGSZ,ULLI,2019-09-01 
AZA758,LIRF,RKSI,2019-09-01 
DAL119,LFPG,KLAX,2019-09-01 
NAX7077,LIRF,KOAK,2019-09-01 
OMA115,WMKK,EDDF,2019-09-01 
CFG026,EDDF,KPHX,2019-09-01 
XLF1690,LFPG,KLAX,2019-09-01 
FIN11,EFHK,KSFO,2019-09-01 
NAX7UA,LFPG,KLAX,2019-09-01 
SIA326,YMML,EDDF,2019-09-01 
AFR082,LFPG,KSFO,2019-09-01 
AFR293,RJTK,LFPG,2019-09-01 
NRS7506,SAEZ,EGKK,2019-09-01 
BAW9CG,EGLL,KPHX,2019-09-01 
EJM4,LIPZ,KVNY,2019-09-01 
NAX7063,ENGM,KOAK,2019-09-01 
BAW279,EGLL,KSJC,2019-09-01 
NAX7115,LIRF,KLAX,2019-09-01 
NRS5PY,EGKK,KLAX,2019-09-01 
DLH458,EDDM,KSFO,2019-09-01 
JAL66,UUDD,KSAN,2019-09-01 
FIN141,EFHK,VTBS,2019-09-01 
BAW287,EGLL,KSFO,2019-09-01 
BAW44N,EGLL,KSAN,2019-09-01 
LOT97,EPWA,RKSI,2019-09-01 
NAX35H,ESSA,KHWO,2019-09-01 
FIN77,EFHK,RJBB,2019-09-01 
GMA156,KRNO,LFMD,2019-09-01 
EJM848,LIPZ,KUGN,2019-09-01 
DLH714,EDDM,RJTK,2019-09-01 
BAW219V,EGLL,KFTG,2019-09-01 
IBE2602,SAEZ,LEBL,2019-09-01 
AFR185,VHHH,LFPG,2019-09-01 
KLM887,EHAM,VHHH,2019-09-01 
BAW34,WMKK,EGLL,2019-09-01 
ANA203,RJTT,EDDF,2019-09-01 
BAW31F,EGLL,KDFW,2019-09-01 
EDW10,LSZH,CYVR,2019-09-01 
CPA288D,EDDF,VHHH,2019-09-01 
ANZ1,EGLL,KLAX,2019-09-01 
KLM810,WMKK,EHAM,2019-09-01 
BAW32,VHHH,EGLL,2019-09-01 
RBA003,WBSB,EGLL,2019-09-01 
BAW9,EGLL,VTBS,2019-09-01 
DLH797,VHHH,EDDF,2019-09-01 
LOT26,EPWA,KJFK,2019-09-01 
IRM084,VTBS,UUWW,2019-09-01 
AEA042,SAEZ,LEMD,2019-09-01 
NRS7171,EGKK,KFTG,2019-09-01 
BAW269,EGLL,KLAX,2019-09-01 
KAL920,LDZA,RKSI,2019-09-01 
DLH731,VHHH,EDDM,2019-09-01 
BAW7TG,EGLL,KFTY,2019-09-01 
ARG1134,SAEZ,LEMD,2019-09-01 
MAS2,WMKK,EGLL,2019-09-01 
AFR272,LFPG,RJTT,2019-09-01 
BAW1YC,EGLL,CYYC,2019-09-01 
LOT45,EPWA,CYYZ,2019-09-01 
BAW275,EGLL,KLAS,2019-09-01 
AZA681,SAEZ,LIRF,2019-09-01 
KLM875,EHAM,VTBS,2019-09-01 
BAW28,VHHH,EGLL,2019-09-01 
DLH420,EDDF,KBOS,2019-09-01 
DLH577,FACT,EDDF,2019-09-01 
EVA087,RCTP,LFPG,2019-09-01 
KLM856,RKSI,EHAM,2019-09-01 
CAL061,RCTP,EDDF,2019-09-01 
CAL063,RCTP,LOWW,2019-09-01 
CPA251,VHHH,EGLL,2019-09-01 
KLM808,RCTP,EHAM,2019-09-01 
DLH716,EDDF,RJTK,2019-09-01 
DLH792,EDDM,VTBS,2019-09-01 
ETD59V,RKSI,EGLL,2019-09-01 
CPA238,EGLL,VHHH,2019-09-01 
DLH712,EDDF,RKSI,2019-09-01 
DLH773,VTBS,EDDF,2019-09-01 
CPA261,VHHH,LFPG,2019-09-01 
IBE6856,SAEZ,LEMD,2019-09-01 
KAL530,EDDF,RKSI,2019-09-01 
KAL904,LFPG,RKSI,2019-09-01 
CPA237,VHHH,EGLL,2019-09-01 
AFR229,SAEZ,LFPG,2019-09-01 
AAR542,EDDF,RKSI,2019-09-01 
CPA321,VHHH,LEBL,2019-09-01 
KAL924,UUEE,RKSI,2019-09-01 
FIN144,VTBS,EFHK,2019-09-01 
CPA255,VHHH,EGLL,2019-09-01 
BBC001,OEDF,EGLL,2019-09-01 
NAX95L,LEBL,KLDJ,2019-09-01 
NAX7021,LFPG,KJFK,2019-09-01 
CPA339,VHHH,EBBR,2019-09-01 
ANA205,RJTK,LOWW,2019-09-01 
ABW692,RKSI,UUEE,2019-09-01 
BAW5VY,EGLL,CYVR,2019-09-01 
CPA271,VHHH,EHAM,2019-09-01 
KAL938,LOWW,RKSI,2019-09-01 
AFL253,RKSI,UUEE,2019-09-01 
AAR588,EBBR,RKSI,2019-09-01 
BAW99,EGLL,CYYZ,2019-09-01 
FIN100,VHHH,EFKU,2019-09-01 
DAL4,EGLL,KJFK,2019-09-01 
CPA289,VHHH,EDDF,2019-09-01 
AFL270,UUEE,VTBS,2019-09-01 
BAW244,SAEZ,EGLL,2019-09-01 
CPA383,VHHH,LSZH,2019-09-01 
AFR995,FAOR,LFPG,2019-09-01 
CPA293,VHHH,LIRF,2019-09-01 
DLH573,FAOR,EDDF,2019-09-01 
SAS901,EKCH,KLDJ,2019-09-01 
ICE21M,BIKF,KFTG,2019-09-01 
THA920,VTBS,EDDF,2019-09-01 
AAR792,EDDF,RKSI,2019-09-01 
SAS966,VHHH,EKCH,2019-09-01 
ICE665,BIKF,KPDX,2019-09-01 
AFR6736,LFPG,KORD,2019-09-01 
JAL41,RJTT,EGLL,2019-09-01 
BAW2269,EGKK,CYYZ,2019-09-01 
CPA343,VHHH,EGKK,2019-09-01 
RBA004,EGLL,WBSB,2019-09-01 
ACA859,EGLL,CYYZ,2019-09-01 
CPA315,VHHH,LEMD,2019-09-01 
AEA058,SBGR,LEMD,2019-09-01 
ICE45K,BIKF,CYVR,2019-09-01 
THA930,VTBS,LFPG,2019-09-01 
AFL212,UUEE,VHHH,2019-09-01 
JAL8,EDDF,KBOS,2019-09-01 
BAW179,EGLL,KJFK,2019-09-01 
AFR076,LFPG,KLAX,2019-09-01 
THA944,VTBS,LIRF,2019-09-01 
BAW2273,EGKK,KJFK,2019-09-01 
BOS7,LFPO,CYUL,2019-09-01 
CPA219,VHHH,EGCC,2019-09-01 
