Callsign, Origin, Destination,Day
HVN19,RKSI,LFPG,2019-04-01 
HVN37,RJBB,EDDF,2019-04-01 
CCA845,ZGSZ,LEBL,2019-04-01 
BAW16,YSSY,EGLL,2019-04-01 
SIA336,YSSY,LFPG,2019-04-01 
ETD51D,YSSY,EDDM,2019-04-01 
CSN347,RJBB,LFPG,2019-04-01 
LAN704,NZAA,LEMD,2019-04-01 
ETD39B,YMML,LSZH,2019-04-01 
QFA1,YSSY,EGLL,2019-04-01 
CCA875,VHHH,LFPG,2019-04-01 
CCA933,KSFO,LFPG,2019-04-01 
SIA366,RJTT,LIRF,2019-04-01 
NMB285,FAGC,EDDF,2019-04-01 
CCA911,YMML,ESSA,2019-04-01 
CSN303,NZAA,EGLL,2019-04-01 
QFA9,YPPH,EGLL,2019-04-01 
WWI111,LIRA,KSFO,2019-04-01 
ETD47K,YSSY,LFPG,2019-04-01 
QFA10,EGLL,YPPH,2019-04-01 
EJM800,LIRA,KSFO,2019-04-01 
CPA372,LEMD,VHHH,2019-04-01 
CSN345,ZGSZ,EHAM,2019-04-01 
MPH7762,SBKP,EHAM,2019-04-01 
ETD49,WMKK,LEBL,2019-04-01 
TFL317,EHAM,KOPF,2019-04-01 
ETR8569,LEMD,SAEZ,2019-04-01 
SIA377,LIMC,WIDD,2019-04-01 
AMX006,LFPG,MMMX,2019-04-01 
KLM685,EHAM,MMMX,2019-04-01 
ETD83W,YBBN,LIRF,2019-04-01 
SIA326,YSCB,EDDF,2019-04-01 
BAW19,EGLL,RJBB,2019-04-01 
NAX1WA,LEBL,KLAX,2019-04-01 
AMX002,LEMD,MMSM,2019-04-01 
DAL119,LFPG,KLAX,2019-04-01 
OAE603,LRBS,KIAD,2019-04-01 
OMA141,WMKK,LIMC,2019-04-01 
FIN1,EFHK,KLAX,2019-04-01 
GCK18,LOWW,KPDK,2019-04-01 
NAX7UA,LFPG,KLAX,2019-04-01 
NAX7205,ESSA,VTBS,2019-04-01 
BAW287,EGLL,KSFO,2019-04-01 
BAW279,EGLL,KSJC,2019-04-01 
AFR293,RJTT,LFPG,2019-04-01 
DLH458,EDDM,KSFO,2019-04-01 
NRS5PY,EGKK,KLAX,2019-04-01 
AFR082,LFPG,KSFO,2019-04-01 
DLH714,EDDM,RJTT,2019-04-01 
LOT1,EPWA,KORD,2019-04-01 
NAX7VG,LFPG,KOAK,2019-04-01 
BAW9CG,EGLL,KPHX,2019-04-01 
BAW243,EGLL,MMMX,2019-04-01 
BAW119,EGLL,VOBL,2019-04-01 
FIN141,EFHK,VTBS,2019-04-01 
BAW49,EGLL,KSEA,2019-04-01 
IBE6117,LEMD,KOPF,2019-04-01 
BAW31F,EGLL,KDFW,2019-04-01 
AFR166,LFPG,VTBS,2019-04-01 
ABW792,RKSI,UUEE,2019-04-01 
KZR893,OMDB,UUEE,2019-04-01 
RBA003,WBSB,EGLL,2019-04-01 
BAW44N,EGLL,KSAN,2019-04-01 
NAX7083,ENGM,KLAX,2019-04-01 
BAW34,WMKK,EGLL,2019-04-01 
ANA203,RJTT,EDDF,2019-04-01 
LOT3,EPWA,KORD,2019-04-01 
BAW197,EGLL,KDWH,2019-04-01 
AIC130,EGLL,VABB,2019-04-01 
CAL061,RCTP,EDDF,2019-04-01 
ANZ1,EGLL,KHHR,2019-04-01 
AEA042,SAEZ,LEMD,2019-04-01 
LOT45,EPWA,CYYZ,2019-04-01 
SVW38VI,UUWW,KLDJ,2019-04-01 
NAX7YR,LFPG,KHWO,2019-04-01 
CMB166,EBLG,OTBH,2019-04-01 
MAS2,WMKK,EGLL,2019-04-01 
AZA681,SAEZ,LIRF,2019-04-01 
N919NE,EGGW,TBPB,2019-04-01 
DLH432,EDDF,KORD,2019-04-01 
KLM875,EHAM,VTBS,2019-04-01 
CFG359,WMKK,EDDF,2019-04-01 
KAL530,EDDF,RKSI,2019-04-01 
CPA354D,EGKK,VHHH,2019-04-01 
CAL075,RCTP,LIRF,2019-04-01 
KLM856,RKSI,EHAM,2019-04-01 
KLM643,EHAM,KJFK,2019-04-01 
DLH521,MMMX,EDDM,2019-04-01 
AEA026,SLVR,LEMD,2019-04-01 
BAW269,EGLL,KLAX,2019-04-01 
IBE2602,SAEZ,LEBL,2019-04-01 
CAO1025,RJBB,EHAM,2019-04-01 
KLM695,EHAM,CYYZ,2019-04-01 
EVA065,RCTP,LOWW,2019-04-01 
AIC124,EDDF,VABB,2019-04-01 
NAX5W,ESSA,KJFK,2019-04-01 
DLH716,EDDF,RJTT,2019-04-01 
KLM810,WMKK,EHAM,2019-04-01 
FIN68,RJBB,EFHK,2019-04-01 
DLH712,EDDF,RKSI,2019-04-01 
N656TT,EGGW,VAPO,2019-04-01 
NAX19M,LIRF,KEWR,2019-04-01 
CAL5522,EDDF,RCTP,2019-04-01 
ANA205,RJTT,LOWW,2019-04-01 
NAX7021,LFPG,KJFK,2019-04-01 
CAL073,RCTP,EHAM,2019-04-01 
BAW211,EGLL,KOPF,2019-04-01 
IBE6856,SAEZ,LEMD,2019-04-01 
BAW99,EGLL,CYYZ,2019-04-01 
AFR229,SAEZ,LFPG,2019-04-01 
AAR542,EDDF,RKSI,2019-04-01 
LOT26,EPWA,KJFK,2019-04-01 
BAW113,EGLL,KJFK,2019-04-01 
KAL924,UUEE,RKSI,2019-04-01 
BAW69V,EGLL,KPHL,2019-04-01 
SAS901,EKCH,KLDJ,2019-04-01 
NAX95L,LEBL,KLDJ,2019-04-01 
BAW293,EGLL,KIAD,2019-04-01 
KLM806,RCTP,EHAM,2019-04-01 
NAX11A,EKCH,KJFK,2019-04-01 
EVA087,RCTP,LFPG,2019-04-01 
IBE6012,SUBL,LEMD,2019-04-01 
BAW244,SAEZ,EGLL,2019-04-01 
DAL4,EGLL,KJFK,2019-04-01 
VJT295,LSGG,VABB,2019-04-01 
AFR348,LFPG,CYUL,2019-04-01 
AEA058,SBGR,LEMD,2019-04-01 
NRS7506,SAEZ,EGKK,2019-04-01 
AFR995,FAGC,LFPG,2019-04-01 
ICE681,BIKF,KSEA,2019-04-01 
BAW189,EGLL,KLDJ,2019-04-01 
N252DV,LEBL,VAPO,2019-04-01 
BAW275,EGLL,KLAS,2019-04-01 
FBU710,LFPO,KSFO,2019-04-01 
BAW5VY,EGLL,CYVR,2019-04-01 
ICE863,BIKF,KSFO,2019-04-01 
BAW51,EGLL,FAOR,2019-04-01 
ETH3518,KLAX,EBLG,2019-04-01 
ARG1141,LIRF,SAEZ,2019-04-01 
CHH757,ZGSZ,LFPG,2019-04-01 
RBA004,EGLL,WBSB,2019-04-01 
DLH573,FAGC,EDDF,2019-04-01 
BAW95,EGLL,CYUL,2019-04-01 
KAL938,LOWW,RKSI,2019-04-01 
BAW56,FABA,EGLL,2019-04-01 
NAX41U,EKCH,KHWO,2019-04-01 
KAL906,EDDF,RKSI,2019-04-01 
DAL165,EHAM,KMSP,2019-04-01 
AFL272,UUEE,VTBS,2019-04-01 
CHH755,ZGSZ,EIDW,2019-04-01 
AZA675,SBGR,LIRF,2019-04-01 
TAY052,OMDB,EBLG,2019-04-01 
BAW179,EGLL,KJFK,2019-04-01 
BAW2273,EGKK,KJFK,2019-04-01 
AFL212,UUEE,VHHH,2019-04-01 
ACA859,EGLL,CYYZ,2019-04-01 
AFR008,LFPG,KJFK,2019-04-01 
PBD339,UUWW,USSS,2019-04-01 
IBE6824,SBGR,LEMD,2019-04-01 
AAR502,LFPG,RKSI,2019-04-01 
OAE507,KRIV,EINN,2019-04-01 
PIA788,EGLL,OPKC,2019-04-01 
ANA216,LFPG,RJTK,2019-04-01 
IBE6400,MMMX,LEMD,2019-04-01 
AFL250,UUEE,RKSI,2019-04-01 
IBE6058,FAGC,LEMD,2019-04-01 
NAX1G,ENGM,KJFK,2019-04-01 
